wid,weibo_link,content,img_urls,location,publish_time,publish_tool,like_num,forward_num,comment_num
N6s6raBYN,https://weibo.cn/comment/N6s6raBYN?uid=5826106525&rl=0#cmtfrm,:以男为主创作出大热作品的女作者，都有原罪，而且早晚会吃报应，会被她同情和倾注感情的非女群体回踩。罗琳的原罪就是哈利波特，但她现在的表现看起来是在积极偿还原罪，估计未来会有云开雾散的一天。鳄鱼的原罪是鬼灭，作品里极度地边缘化女性角色，极力抬男，但是还是被男宝读者嫌弃是女的所以水平烂，我在里面看不到未来有好转的可能。,2023-06-22 10:36,4022,177,223,,,
N2hlYoKQG,https://weibo.cn/comment/N2hlYoKQG?uid=5826106525&rl=0#cmtfrm,:主题：取回对自己的控制权1——学会相信自己的判断【感想】 很多人都陷入过一个怪圈“知道了很多道理却仍然过不好这一生。”其实是对知行合一有一些误解。这些朋友所谓的知道，仅仅是忽略压制住自己的感觉和判断，一股脑地被外界声音压到，对外在的道理一味地说是，表面上看好像是知道了这个道理，实际上内心并不服气。这就会导致她们住应用道理的时候会发现自己无法运用自如，“虽然道理如何如何，但是……”，对，但是你的感觉和判断并不是这样，所以最后你多半会追随你自己的感觉和判断，而无视所谓的道理指导。最终这种“知道，但做不到”对认知会让你痛苦，降低你对自己的评价。因为它会指向你的内心的分裂，让你的能量不能拧成一股劲，最后你会能量涣散，充满内在摩擦，内耗就是这样升起的。为了结束这种无谓的内心冲突和摩擦，我建议大家在做决策或内化新概念时，一定要重视自己的真实感受和判断，即便你要采用新的概念或做法作为自己行动的指导方针，也一定要充分引入自己的感受和判断。极端一点说，我情愿你早期选择相信自己，哪怕和很多常识道理背道而驰，甚至吃了大亏都行。因为这种按照自己的想法去做，就算吃了亏，也是环境真实对你的想法判断的反馈，久而久之，你就能通过自己的判断和环境的互动，最终不断修正自己的脑内前提和感受传感器，最终你的感受和判断会越来越准。而不相信自己的判断，只依赖外界告诉你什么是对的，最终会因为外界提示越来越少，而感到迷茫，最后自己的判断力也没有培养起来。【经验】学会相信自己的判断的步骤：1学会让自己的内在言路畅通。其实很多人因为太习惯自我压抑，已经听不太到自己的声音了。就算本能地觉得这件事不对，自己也感觉不到，直到发现自己承诺过的事情怎么也不愿意去做，才明白自己内心其实是不喜欢做这件事的，另有想法。人的意识，如果从正面的渠道无法得到伸张，就会转入地下，成为一股暗流，变成潜意识，最后还是会以各种不可控的方式实现自己字面意义上的想法。所以你必须开放，学会不急着评判，不打压自己的想法。让自己的各种感觉浮现，各种声音冒出。就像是倾听一个容易自闭的小孩子的声音一样，多等待，多耐心，接受一切可能性。这样你才知道自己到底产生了什么样的想法。2对自己的想法条分缕析，分门别类还有一种可能性是一些人想法太多，一时各种杂乱的声音冒出让人无所适从。这里有一个很好用的方法， 找一个笔记本，把你所有的想法一条条写下来，直到没有更新的想法为止。分析这些想法，写下原因，证据，对策。久而久之就能对自己的感受有一个总体的把握。3对外来的概念下判断，记录，并等待实证。很多人很难看到矛盾所在。对很多实际上互相矛盾的信息信念不加区分地一股脑吸收，最后发现根本无法形成自洽，逻辑打结。这也是为什么自己“知道却做不到”地重要原因。你需要站在制高点上自己去审判这些看似很有说服力的“道理”，问问自己：“我觉得它说得对吗？哪些对？哪些不对？适用于我吗？如果不是完全适用的话，哪些能用。我猜想这个东西成功率是多少。”写下你的感想。然后以后你就可以按照你的想法去做，通过实际的反馈来获取第一手资料，慢慢测试这个道理到底好不好用。4实际应用，记录结果，思考结果是否特殊，是否需要多几次测试来验证。按照你的想法去做，而不是按照你的想法的反面去做。随心所欲也是一种能力，需要反复实践来锻炼的。按照自己的想法做得越多，你整个人随心而动，想到做到的行动力就越强。让环境给出结论，让你的感觉和实际产生互动。但如果没有得到好结果，需要思考这单次的试验是否具有特殊性。是否需要多测试几次，（注意条件的多样性），才会产生更反应实际的结果。5把你的结论记下来，放入你的脑海数据库中，成为你新的行为准则，直到它某天被实践证明不够正确为止。总结：1人最终会按照自己的想法和逻辑去做事，如果不能知行合一，多半是外来想法没有结合和引入自己的感受和判断，最终形成认知和行动的分裂。2哪怕错，也要相信自己的判断，按照自己的判断去测试。这样做越早越好，人实践自己的想法，然后按照环境对自己的反馈不断修正自己的感受器，最后会变得非常敏锐、判断准确。3五步矫正自己的感受器，让自己按照自己的想法随心而动，重点在于：3.1对自己的内在宽容，允许各种想法复习。3.2记录，分门别类，让潜意识显意识化。3.3测试，记录结果，形成新的原则，实践，修订做一个随心而动的人，增强自己的行动力，变成身心一体，想到做到的人，你会惊喜地发现自己的旧有潜能在释放的同时，你的新的可能性还在不断打开。你会最终变成一个自己喜欢、自己满意，坚定而有力的人。,2023-05-25 23:53,211,156,8,,,
MgVivoBKr,https://weibo.cn/comment/MgVivoBKr?uid=5826106525&rl=0#cmtfrm,随便看看女性史，被歌颂被留下的往往是“以死明志”的女性，但我想说，不要死，尽全力最大可能地好好活着，而且有机会就把自己的事情写下来，谁活到最后，谁笑到最后。  ,2022-11-27 08:34,613,143,15,,,
N7lDJkapR,https://weibo.cn/comment/N7lDJkapR?uid=5826106525&rl=0#cmtfrm,一般说来，过得开心喜悦自得其乐肆意妄为而没有玩脱的（混蛋）会招人喜欢，因为我们都想代入她。过得克己复礼憋屈内耗燃烧自己奉献别人还奉献得很卑微的人会被敬而远之，因为太沉重又苦闷，没人愿意代入。  ,2023-06-28 07:59,204,141,5,,,
NgxSThYbj,https://weibo.cn/comment/NgxSThYbj?uid=5826106525&rl=0#cmtfrm,很多人欠缺表达力其实是因为童年早期不被允许感受，被什么东西阻碍着，不准这样，不该那样想，于是渐渐失去了和自己的内在联系，啥也感觉不到，只是堵得慌。  ,2023-08-27 19:42,217,131,12,,,
N2XOt70bW,https://weibo.cn/comment/N2XOt70bW?uid=5826106525&rl=0#cmtfrm,:主题：从完成自己想做的小事开始，寻找天命【感想】做自己想做的事，类似于完成自己的使命。不只包括一些“高大上”的事，也包括一些看起来没出息的小事。这是因为你的脑内已经这样想了，没有把想法变成现实，让现实去测试的话，想法就会一直留在那里停滞不前。包括一些荒唐的念头、有破坏性的念头，它们之所以会产生，很可能是你生命力受阻的一种表现。那么在那些明显一看就不能实行、实行后会造成不可逆的悲惨后果的念头起来之前，可能有更多的无伤大雅的、搞不好甚至有建设性的点子被你抑制了。你没能把自己的想法变成自己的现实。生命力如果不能对外扩展，就会对内塌陷，因为它毕竟是一股力量，不能向上就会向下。应该重视这股向上的力量，积极去实现自己的各种小想法。只要这个念头是在拓宽你的体验，没有对你的身体造成不可逆的损伤，都可以试着做一下。当然以防万一还是说一句同样要注意的是自己的隐私安全、名誉还有财产安全等等。如果越是害怕大方向上一招不慎满盘皆输，就更是要留意自己的小念头、小愿望。从小念头小愿望的实现里面积累自己的见识判断，培养自己的行动力，测试自己真正的欲望和想法，最终找到自己想要从事的大事，明了自己想要的生活状态，做一个意志坚定有有主意有主见的人，把控自己的人生。【经验】核心是：在输得起的程度内反复试错值得去实现的想法包括：1无伤大雅的“小错”←常识说“不行”，你总想“万一”我发现很多朋友最大的问题在于意识不到自己在追求过度成长。明明是学生，却总问“如何快速摆脱学生气”，明明是新人，却总问“怎样快点老成起来”。其实我们应该做的是珍惜自己目前的新人期，在这个时间段内越早任性，越早品尝到任性的后果最好。中国人的处事智慧积累了几千年，总结出来的常识动辄都把人往千年老妖精的方向引，过度圆滑、过度世故，我觉得暮气太重，不是很适合年轻人。对你来说，你都没有真正任性过，也没有试过这样做的后果，不看推导过程，直接丢给你一个现成的结果，你就算用了，获得了一些成果，也体会不到真正这样做的好处。老成持重、谨小慎微了一辈子，临老了想做回真正的自己，开始被人说“不是老人变坏了而是坏人变老了”。一些有问题的小错，如果你不去真的实施，它就会一直停留在你的脑子里阴魂不散，怂恿着你、消耗着你的意志力。结果实施了，发现不过如此，而且最终引向的后果自己并不喜欢，那么很快你就会放弃这个执念，进化和更新自己的想法。何况人不能刻舟求剑，有时候传统常识也会过时，也会不再适应现代社会。试过之后发现你的想法没错，常识有错，就可以快速扔掉常识，活得更随心所欲了。2个性化的小事←你到底真正喜欢什么？很多人凑活忍了一辈子，知道自己在过自己不喜欢的生活，却说不明白自己喜欢的生活到底是什么样子。我觉得这是因为没有活出主体性，一直被动接受被安排好的一切的结果。因为逃脱既定生活轨道的机会一直都存在，或者说总有出现的可能，但跳下目前搭乘的火车，你又是否能找到新的真正喜欢的下一班车？或许理想状态未必能一蹴而就，但至少应该有办法不断接近。如果一直不知道自己喜欢的事情到底是什么，就谈不上找到自己的理想绿洲。主见是建立在很多小选择、小细节上的积累，最终培养一种直觉：明白自己想要什么、适合什么，怎样状态才是真正符合自己需要的。所以应该在自己生活的小选择里面积极去实践和选择，建立自己的好恶，从小到大，最后找到自己想要的理想生活模板，这样才有机会把它变成现实。3表达好恶←寻找到表达的底线标准，最大化表达我觉得应该设法去探索这个世界允许我们自我表达的极限。在底线范围内做到极致。但很多时候你大胆地表达之后才会发现，其实束缚你的界限并不存在，之前的压抑属于你本人的自我设限、画地为牢。有必要去测试自我表达能做到怎样的一个地步，种子应该尽可能发芽伸展，以充满整个空间为目标。4断舍离不喜欢的事情←看看真的这样做会有什么后果我以前说过，很多时候人们之所以活得疲惫，是因为不敢放下无用的紧张，类似于坐在飞机上还要不断做扇翅膀状，以为这样才能维持飞机的飞行轨道一样。实际上有时候你不必做一些强迫行为来保持你已经有的生活，勉强自己忍耐一些你本来就不喜欢的东西，并不能真正有实际意义。到底你的忍耐是否必要，需要你不断试验才会知晓。不断放弃努力，就像放弃身体肌肉多余的紧绷，看到哪一步才会真的无法继续支撑现在的你，然后找回自己的初心，只在那些必要的活动里面坚持即可。只忍耐必要的事，只吃必须的苦，放弃多余的戒备。5靠拢喜欢的事情←测试你是否真的喜欢它测试你是否真的喜欢一件事物的方法，就是靠近它、拥有它，再品味你此刻的心情，看看自己到底是喜欢还是讨厌，这个东西对你来说是否真的必要，是否真的会唤起你的激情，或是给你带来平静的力量。否则也只是在脑内不断设想，而没有真正得到现实的反馈修正，不知道自己是否真的适合或是喜欢了。总结：1浪漫一点说，每个人或许都有一种最适合她本人的理想生活方式，实践这种方式就是本人的“天命”2一些看似破坏性的想法和欲望，可能是本人生命力受阻的表现：因为人的生命力无法向上就可能向下3人应该努力去尽可能地从小处着手让自己的想法变成现实，观察环境会怎样反馈这些想法，从而让自己的设想随着真实世界进化4如果人开始本能地害怕自己真实的欲望，那可能是和自己的欲望失联太久。为了避免大方向的不可控，更应该从小处开始“任性”，测试自己的想法。5几个在日常生活中实践想法的方向，重点在于：5.1在输得起的范畴里试错5.2实践之后再品味自己的心情，反复比较，选择自己更喜欢的路5.3尽可能保持自我，只做最少的妥协。明白自己的好恶，信任自己的判断而不是通用说法，愿意从小的地方去“冒险”，通过观察想法在真实世界里的运作情况来确定自己真实想要的，这样才能一点点靠近自己想要的生活，从而活出自己的真正生命力来。,2023-05-30 11:58,160,126,8,,,
MFsbSex6r,https://weibo.cn/comment/MFsbSex6r?uid=5826106525&rl=0#cmtfrm,看完毫不意外  原图 ,2023-05-07 16:26,598,121,14,,,
NvpaB1ghq,https://weibo.cn/comment/NvpaB1ghq?uid=5826106525&rl=0#cmtfrm,不要给伤害你的人赋权，也就是说，不要认为伤害你的人很重要。从他伤害你的那个时候开始，你就要意识到这人实在是无足轻重的小人物，因为他竟然伤害你。只把你的重视和认同给那些对你好的人，不对你好的人被你自动踢出核心关注圈。  ,2023-12-03 13:05,528,117,21,,,
N5ZJU271x,https://weibo.cn/comment/N5ZJU271x?uid=5826106525&rl=0#cmtfrm,:不管先天基因再弱的男的，再矮再瘦弱的男的也不会说什么“男的就是练不出来”“我们这个地方的男的永远打不赢别的地方的男的”，哪怕他身边的女的都比他高大比他力气强，他也不会说“女的都比男的强”来掩盖自己弱打不赢的女的的事实。他会以强男为标准当作男人就是强的证据，给自己一些心理加成。而为什么有些女的就能天天把“女的就是练不出来”“女的永远打不赢男的””男的都比女的强”挂嘴边，你这样说除了让你丧气和摆烂外还有啥作用？这种消极的心理暗示只有对家乐于塞私货，偷偷塞给你。例如我经常看见男的以妇女之友的姿态故作好心帮女的说话，偷偷夹带“女的天生孱弱”的私货。多睁眼看看世界，比你高大比你强壮的女的比比皆是，你自己都还没达标了，就不要随便来代表女人了。,2023-06-19 10:23,679,108,13,,,
N7grGhwOW,https://weibo.cn/comment/N7grGhwOW?uid=5826106525&rl=0#cmtfrm,:虽然我也经常谈努力……但有时候会觉得很神秘……那就是其实你在做自己真心想做的事情时虽然或许会投入很多，但实际上并感觉不到所谓的努力。如果不是为了自己想做的事，被迫的努力其实没啥意义，说白了就是无意义地内卷，提高所有人做事的标准，这种情况下还不如躺平，让真的对这事执着的人轻松赢了更好，这样对所有人来说都更容易一些。,2023-06-27 18:45,323,95,4,,,
Mq8Uw3r8d,https://weibo.cn/comment/Mq8Uw3r8d?uid=5826106525&rl=0#cmtfrm,:我真的觉得这年月还要捏着鼻子耐着性子去看一些明显就是女性受虐的影片的女的也算是神人，不仅如此还要认真看看完认真写影评，从受虐的细节里挖掘闪光点，更是脑子有坑。我觉得不如地图炮：这些影片全都不行，在座诸位都是垃圾。除非是女人看了很爽的爽片，否则全部直接不给眼神，不是更有效率更好吗？反刍痛苦简直有病，那么喜欢痛还不如多去健身，感受成长痛，至少那种疼痛还能是“疼痛意味着虚弱正在远离你的身体”，而反刍女性苦难的痛，不如说是“正把虚弱注入你的身体”。干点建设性的事吧，姐们。,2023-01-26 23:46,524,88,12,,,
