wid,weibo_link,content,img_urls,location,publish_time,publish_tool,like_num,forward_num,comment_num
NowseyO2C,https://weibo.cn/comment/NowseyO2C?uid=6461604589&rl=0#cmtfrm,明天就28岁了，鞭策自己余生以认真和专注作为人生信条。  ,2023-10-19 06:46,3,0,0,,,
NjDtzxdtW,https://weibo.cn/comment/NjDtzxdtW?uid=6461604589&rl=0#cmtfrm,:今天参加高中好朋友的婚礼，见到好多老朋友，看到大家都过得很好，真的由衷的从心里都感觉超级高兴。来到这个年纪，好像大家都要settle down了，是又熟悉又陌生的感觉。尤其我常年在国外，是不是以后随着生活轨道的不同，就会渐行渐远了呢？好希望我们十年以后再聚首也可以是这幅美好景象呀，许愿许愿我们所有人一定都要好好的,2023-09-17 03:27,7,0,0,,,
NiTrgjg4X,https://weibo.cn/comment/NiTrgjg4X?uid=6461604589&rl=0#cmtfrm,在这短暂活着的一生里，我最在意的是，自己有没有价值和快乐。其他的，别人爱怎么理解我那是别人的事。  ,2023-09-12 06:15,4,0,0,,,
NgEVgfnXY,https://weibo.cn/comment/NgEVgfnXY?uid=6461604589&rl=0#cmtfrm,心血来潮给了自己一个化妆的快乐，一年化一次，化了也不出门就在家里待着  原图 ,2023-08-28 13:37,5,0,2,,,
NfeKTpxul,https://weibo.cn/comment/NfeKTpxul?uid=6461604589&rl=0#cmtfrm,机遇永远都伴随着挑战，永远都伴随着风险。不管多大的困难，都要积极面对生活。  [组图共2张] 原图 ,2023-08-19 05:10,4,0,0,,,
Nx3QlujFO,https://weibo.cn/comment/Nx3QlujFO?uid=6461604589&rl=0#cmtfrm,穷人对富人最大的误解真的是： 皇帝挑的是金扁担。  ,2023-12-14 10:28,1,0,0,,,
NbsyWrZN4,https://weibo.cn/comment/NbsyWrZN4?uid=6461604589&rl=0#cmtfrm,今天跟芭莎拍Dior的fine jewelry，11月刊，开心。  ,2023-07-25 08:58,1,0,0,,,
NaCmuFMhv,https://weibo.cn/comment/NaCmuFMhv?uid=6461604589&rl=0#cmtfrm,:今天朋友问我找工作的细节，其实也就短短前三四个月前的事。我说了我的方法后，她一脸不可置信的看着我说，没多少人是这样找工作的吧。然后我说，可是我就是这样找的，回到悉尼，不认识任何人，那我就自己主动去认识，没有机会，就去求一个机会。到现在媒体资源也是，两周内搞定5篇通稿，全部不要钱，还有一篇是悉尼最大的媒体，就是这样每一家，每一个人都求一遍的求出来的。可是别人不会看到我用多少心思，努力过多少，只会说啊真不错。但时至今日，我已学会闭嘴，不再倾诉任何情绪，我不在乎别人知道我辛不辛苦，更不在乎别人喜不喜欢我。,2023-07-19 20:04,5,0,0,,,
N8g64tU6T,https://weibo.cn/comment/N8g64tU6T?uid=6461604589&rl=0#cmtfrm,分享图片  [组图共9张] 原图 ,2023-07-04 07:43,5,0,0,,,
N7G5Pb4nX,https://weibo.cn/comment/N7G5Pb4nX?uid=6461604589&rl=0#cmtfrm,分享图片  原图 ,2023-06-30 12:03,7,0,0,,,
L8EAdARsq,https://weibo.cn/comment/L8EAdARsq?uid=6461604589&rl=0#cmtfrm,谨记目标，坚定不移，绝不放松。  [组图共2张] 原图 ,2022-01-01 00:34,5,0,0,,,
NxglZaBaG,https://weibo.cn/comment/NxglZaBaG?uid=6461604589&rl=0#cmtfrm,应酬之外真正愿意花一晚上吃吃饭聊天的人，真的都是在我心里占了极重地位的人了  ,2023-12-15 18:19,3,0,4,,,
KAroz6Jvb,https://weibo.cn/comment/KAroz6Jvb?uid=6461604589&rl=0#cmtfrm,满目山河空念远  原图 ,2021-09-29 19:44,3,0,4,,,
Kwq6XbprS,https://weibo.cn/comment/Kwq6XbprS?uid=6461604589&rl=0#cmtfrm,有许许多多的事情，都是心中隐痛。那些当时费了九牛二虎之力翻篇了的种种，会时不时的跑出来作痛。时间不仅治愈人，更磨练人。日复一日打磨心境，最后波澜不惊的底下是越过伤痛还对生活保持乐观和积极的柔情。  ,2021-09-03 09:07,2,0,4,,,
Nqmyxt3tp,https://weibo.cn/comment/Nqmyxt3tp?uid=6461604589&rl=0#cmtfrm,绝大多数人的问题在于只想得到，不想付出。想赚钱，就要勤劳，想赚大钱，就要承担风险，当孙子，想要美，就得承受痛以及自律。不想靠自己努力想靠男人的，那也要情商眼界身材长相都保持好，还要提供情绪价值。一切都有价格，想好了就去做，绝不要抱怨。悲喜自知，丰俭由人。  ,2023-10-31 09:15,2,0,0,,,
Nqqwaxbtw,https://weibo.cn/comment/Nqqwaxbtw?uid=6461604589&rl=0#cmtfrm,困扰我这么久的肠道问题，终于有答案了…………我之前一直以为自己只是乳糖不耐受，结果发现，自己有Gluten intolerance…….难怪真的每天每天每天都是胀的要命，因为我一直不停的在吃面包啊  ,2023-10-31 19:20,0,0,0,,,
Nr5Twe9mO,https://weibo.cn/comment/Nr5Twe9mO?uid=6461604589&rl=0#cmtfrm,身不苦则福禄不厚，心不苦则智慧不开。  [组图共6张] 原图 ,2023-11-05 04:40,5,0,2,,,
Nxkdeh94s,https://weibo.cn/comment/Nxkdeh94s?uid=6461604589&rl=0#cmtfrm,最近的我废话好多，因为现实生活里能好好说说话的人越来越少了，唯一几个志趣相投的朋友也在国内。忍受孤独是修行必须完成的一课。  ,2023-12-16 04:09,1,0,2,,,
NwMCs4UoI,https://weibo.cn/comment/NwMCs4UoI?uid=6461604589&rl=0#cmtfrm,:男人是现实没有错，毕竟把谁放在角斗场在社会上厮杀都不太可能会天真的。现实归现实，也分三六九等的。最上等的也许活在童话里，不顾一切只为一人心。但权衡利弊惯了的人，能念旧情，能照拂旧关系，能在对方落难时不问结果的帮一手，已经是顶顶顶好的男人了。最下贱的男人不是那些把势利摆在明面上的，而是用情深打掩护，背后分寸都算得精明，达不到目的立刻翻脸还不忘淬你一口。看得多了，不对人性抱期望了，才算真正开始看清楚人呢。,2023-12-12 14:37,3,0,0,,,
NvSLP6BrG,https://weibo.cn/comment/NvSLP6BrG?uid=6461604589&rl=0#cmtfrm,:跟妈妈说，我已经不想再去认识新的男人，结识可能的未来伴侣了。我没有心情去跟任何一个人解释我的生活，我如何一步步走到今日，也不期望任何人来理解我日益坚硬的心性，更不需要任何人来给我提供一个依靠。我已经和自己生命里的孤独和解，我知道自己要与其相伴一生，我在慢慢学自己找乐子，在最平淡最孤独的时刻也给自己希望和亮光。曾经的那些年里，我一直都希望有个人能为我点一盏灯，能在深夜里接住我的无助，能给我一点点的慰藉。但这一切将希望寄托在别人身上的心情似乎就突然间完全烟消云散了，我已经学会了为我爱的人撑起一片天，让他们在我的保护下生活。而那些生活的难题，我可以自己应付得了。,2023-12-06 16:27,2,0,2,,,
NvQdPrdun,https://weibo.cn/comment/NvQdPrdun?uid=6461604589&rl=0#cmtfrm,其实人生到最后就是一句话，I’ve enjoyed it.  ,2023-12-06 09:58,1,0,0,,,
NvNXsqdPr,https://weibo.cn/comment/NvNXsqdPr?uid=6461604589&rl=0#cmtfrm,一切都无法真正拥有，所以珍惜，所以享受。不理是劫是缘，是错是对，想做什么就去做什么。  ,2023-12-06 04:12,0,0,0,,,
NvEKPs8Pk,https://weibo.cn/comment/NvEKPs8Pk?uid=6461604589&rl=0#cmtfrm,连着两天吃了晚饭也连着两天没运动，今早起来脸肿成了包子。不能这样啊  ,2023-12-05 04:46,1,0,0,,,
Nv7fc3Wgs,https://weibo.cn/comment/Nv7fc3Wgs?uid=6461604589&rl=0#cmtfrm,:国外就是这样好山好水好无聊，庆幸澳洲历史短，阶级固化不算太严重，普通人还有上升的可能性。但所谓的福利体系既保障人的基本权益，也如同温水煮青蛙般的令人容易丧失斗志。我认识太多local碌碌一生无为，也没有什么见识。要日复一日的保持警惕和斗志，稳步前进，需要非常强大的心性和自我约束力。因为整个社会环境就是享受人生的态度。,2023-12-01 15:27,4,0,0,,,
Nym001DnD,https://weibo.cn/comment/Nym001DnD?uid=6461604589&rl=0#cmtfrm,我真的好累，今天在飞机上，一直站着，看着人群。这种累不是身体上的疲惫，而是所有压力都担在我一个人肩上的委屈。可成年人的世界，没有容易二字可写。挣扎着继续向前。  ,2023-12-22 22:32,1,0,0,,,
NuZQS6yEC,https://weibo.cn/comment/NuZQS6yEC?uid=6461604589&rl=0#cmtfrm,⏭  [组图共4张] 原图 ,2023-11-30 20:38,1,0,2,,,
NuKKodILw,https://weibo.cn/comment/NuKKodILw?uid=6461604589&rl=0#cmtfrm,昨儿教练一见我就说，你这不胖啊看着挺瘦的。我：教练我100斤了教练立马惊了，看了我一圈问我的肉都长哪儿去了，说，你这肉可长的真是瓷实（我也不好意思说都在胸和屁股上吧）（第一次听到别人说我瓷实）  ,2023-11-29 06:11,1,0,1,,,
NubfdDU4e,https://weibo.cn/comment/NubfdDU4e?uid=6461604589&rl=0#cmtfrm,就算要花上一辈子的时间，一口气都不停歇，我也想赌自己能不能走到我想要的那一步。  ,2023-11-25 11:48,3,0,2,,,
Ntgvw8krF,https://weibo.cn/comment/Ntgvw8krF?uid=6461604589&rl=0#cmtfrm,分享图片  [组图共5张] 原图 ,2023-11-19 11:22,5,0,5,,,
NsHMrppVe,https://weibo.cn/comment/NsHMrppVe?uid=6461604589&rl=0#cmtfrm,我的审美真的变了，现在只喜欢健康，小麦色，肌肉紧实的女孩儿。看着就生命力爆棚的带劲儿  ,2023-11-15 18:57,3,0,2,,,
NsCDj4vqp,https://weibo.cn/comment/NsCDj4vqp?uid=6461604589&rl=0#cmtfrm,大哥问我，老三的节目都播出两集了你居然没看吗？你自己老板的节目诶我：我已经十几年没看过电视了大哥（os: 平时上班就天天要看他，下班还要看，我拒绝我有点理解艺人工作人员了  ,2023-11-15 05:51,2,0,0,,,
NstHNwTHz,https://weibo.cn/comment/NstHNwTHz?uid=6461604589&rl=0#cmtfrm,所有的成功都是一点点积累而来的，虽然有无数个孤独得想哭，甚至全身都不想动的时刻，但是一定要坚持自己的希望。  ,2023-11-14 07:07,5,0,0,,,
Ns5j0fiSW,https://weibo.cn/comment/Ns5j0fiSW?uid=6461604589&rl=0#cmtfrm,和爸妈沟通，大方向定了，之后就是稳中求进的生活，一步步来。两代人一起努力，的确是要比一代人单打独斗好。爸妈托着我，我也要争气不辜负他们，把他们的晚年生活也安排好，让他们安心快乐享福。  ,2023-11-11 17:00,5,0,2,,,
NrTIRffMW,https://weibo.cn/comment/NrTIRffMW?uid=6461604589&rl=0#cmtfrm,人总是无时无刻要与欲望作斗争，最难得是知足常乐。  ,2023-11-10 11:31,3,0,1,,,
NrpkIgfJN,https://weibo.cn/comment/NrpkIgfJN?uid=6461604589&rl=0#cmtfrm,优雅是一种拒绝。  ,2023-11-07 06:09,0,0,0,,,
Nra1yuBUY,https://weibo.cn/comment/Nra1yuBUY?uid=6461604589&rl=0#cmtfrm,我还是会不时的，隐隐想起一些过去。但克制力随着年纪和阅历一齐上来，从前让我翻江倒海的情绪，现在连倾诉的必要都没有了。  ,2023-11-05 15:11,2,0,0,,,
