wid,weibo_link,content,img_urls,location,publish_time,publish_tool,like_num,forward_num,comment_num
NaM2dye9S,https://weibo.cn/comment/NaM2dye9S?uid=1804943792&rl=0#cmtfrm,容易中招得抑郁的人，很多是从小就沦为父母的精神照顾者。以血肉和生命精华滋养父母的冷酷无情。因为孩子是没有身心边界的，所以这样的供养会导致精神杀戮者的原型入驻内心，种下抑郁的病灶。这样的人长大后身心能量虚空，容易在恶性循环的关系里消耗自我能量，重复童年命运。  ,2023-07-20 20:42,43,19,7,,,
NehAd9a8I,https://weibo.cn/comment/NehAd9a8I?uid=1804943792&rl=0#cmtfrm,当人长大，如果内心有稳定强大的自爱功能，那么就不会长期和别人消除边界融合在一起了。失去边界的融合，是源自缺爱的共生需求。共生=互害。共生=施受虐。人难免都有共生幻想，但幻想不能代替现实。现实是一个人一个命，各人有各命，各自负责，只能自求多福，不能挂靠他人。  ,2023-08-12 22:31,33,17,0,,,
Nj63Jt56t,https://weibo.cn/comment/Nj63Jt56t?uid=1804943792&rl=0#cmtfrm,严重缺乏情绪价值的人，基本上原生家庭都是负能量爆棚的。家庭氛围恶劣，充斥各种情感虐待发泄情绪暴力。浸泡在其中，人就会被渗透各种情绪毒素，正向体验被掠夺消耗殆尽后，如同活死人般长大。进入社会后，无力应对复杂和变动的生活，很容易就会崩溃。  ,2023-09-13 14:23,53,17,6,,,
NvVB5Cudf,https://weibo.cn/comment/NvVB5Cudf?uid=1804943792&rl=0#cmtfrm,创伤深重的人，一生要学会爱自己，他人的爱只是景上添花，切莫贪求。缺爱的人进入关系，往往最终验证“我终究不配被爱”的内心信念。如果没有领悟自我的真谛，梦醒时分会难以面对绝望的内心。  ,2023-12-06 23:39,44,16,4,,,
Nj5RydCX6,https://weibo.cn/comment/Nj5RydCX6?uid=1804943792&rl=0#cmtfrm,情绪价值的来源，是人在关系里感受自己曾被善待积累的精神养料。那些被看见被理解被认可被支持被帮助被保护。。。所有正向的体验都会成为身心记忆库里的资源。这些资源支撑着一个人在人世经受生活的考验。  ,2023-09-13 13:53,50,16,1,,,
NxrlIC01Q,https://weibo.cn/comment/NxrlIC01Q?uid=1804943792&rl=0#cmtfrm,工具人的特点：从小不被爱，必须有使用价值才配活着。这样人会被塑造得但凡一息尚存，就会渴求爱与自我价值，而自身的存在却始终被压得极低。获得再多外在的爱与价值，内心深处都是空的。  ,2023-12-16 22:19,50,16,1,,,
N874ouWJR,https://weibo.cn/comment/N874ouWJR?uid=1804943792&rl=0#cmtfrm,:亲密关系的原版是一个人童年与母亲，以及父亲的关系。如果童年和母亲的关系是水火不容的，你死我活的，而后面和父亲的关系是一个改变的契机，如果和父亲的关系比较好，可以逆转关系的体验。但如果和父亲关系也不好或者很淡薄，那么成年后人际关系就会成为大问题。往往只能依靠梦幻的憧憬维系亲密的渴望，很难进入关系体验真实的亲密。通过改变关系体验疗愈的过程，注定是艰难而漫长的。而一个人和世界的关系密码，就藏在和父母的关系里。告别父母后，人进入更深的人世，要在职场关系、亲密关系、亲子关系以及种种社交关系里修炼自我寻求突破。如果内心的绝望与希望交错，哪怕一次也好，只要你体验过“不同以往”的自己，那个自己被看见，就会活出新的自我。,2023-07-03 08:44,35,16,0,,,
NyvZPqVkL,https://weibo.cn/comment/NyvZPqVkL?uid=1804943792&rl=0#cmtfrm,越是自我虚弱的父母，越会用他们混沌蒙昧的原始力量灭掉孩子的自我生长，复刻他们对外部世界的卑微与恐惧。  ,2023-12-23 23:59,39,15,2,,,
Nj5kTx1ns,https://weibo.cn/comment/Nj5kTx1ns?uid=1804943792&rl=0#cmtfrm,人生有一种财富是非常珍贵的，那就是“情绪价值”。比如，一个人明明应该还可以活下去，然而却似乎要撑不下去了，那往往是走到情绪价值极度匮乏的崩溃边缘。很多人的原生家庭就是极度匮乏情绪价值的，在这样的家庭长大的人并没有被物质匮乏逼死，却会屡屡被充满负性体验的关系逼到崩溃。  ,2023-09-13 12:32,21,14,1,,,
Ne5XogaEP,https://weibo.cn/comment/Ne5XogaEP?uid=1804943792&rl=0#cmtfrm,对他人慈悲，是慈悲的表象。对自己慈悲，是真正的慈悲。  ,2023-08-11 16:55,32,14,2,,,
NrheuclFM,https://weibo.cn/comment/NrheuclFM?uid=1804943792&rl=0#cmtfrm,人在挣脱原生家庭控制后，回头看看，其实套路并不复杂。精神控制的手段甚至是相当粗糙的。即便如此，只要有情感模式存在，就是可以控制住一个人，让人自己放弃成长。如果一个人连那样子的精神控制手段都难以挣脱，就不难理解往后余生凡是碰到类似的套路，都是不堪一击的，那自然是很难走远的。  ,2023-11-06 09:32,46,14,0,,,
NmM9m2QL7,https://weibo.cn/comment/NmM9m2QL7?uid=1804943792&rl=0#cmtfrm,人一定要善待自己，因为真相是人只能依靠自己。只有不断提升自我力量，才有可能从关系里收获能量。如果自身独立性不够，进入关系也会“虚不受补”，不但不能被关系滋养，反而会被关系消耗，受尽关系之苦。不舒服的关系能结束就结束，内在如果太虚弱，就更加不能对关系有贪图。  ,2023-10-07 19:03,36,14,0,,,
Ncq0QljmF,https://weibo.cn/comment/Ncq0QljmF?uid=1804943792&rl=0#cmtfrm,抑郁者用自己被摧残的身心，呈现一个生活的真相：当人失去自我，一味讨好，一味顺从，那么多少能量的献祭和牺牲，都不会得到应有的回馈与尊重。会在不断被劫掠中，陷入更绝望的混乱失控，乃至于生命也被瓦解和蚕食。  ,2023-07-31 16:18,33,14,2,,,
NnIK58TE7,https://weibo.cn/comment/NnIK58TE7?uid=1804943792&rl=0#cmtfrm,如果一个人从小在父母那里，没有建立安全信任的感觉，那么在今后的岁月里，如何拥有做人的基本信心，以及如何收获关系里的安全感，会成为人生的难题。  ,2023-10-14 00:13,36,13,5,,,
NxL5ApB6e,https://weibo.cn/comment/NxL5ApB6e?uid=1804943792&rl=0#cmtfrm,从小不被尊重接纳，没有主体性的孩子，触摸真实自我意味着坠入创伤与空洞。因为心灵处处破漏，重拾自我任重道远，以至于惧怕活出自己，宁愿活在面具下，不敢面对自己真实的脸。于是一生都会活在一个梦里：如何逃离自我，如何活成别人。  ,2023-12-19 00:34,35,13,1,,,
NjYnVgYyt,https://weibo.cn/comment/NjYnVgYyt?uid=1804943792&rl=0#cmtfrm,在人海茫茫中，某个人曾对你说“不要害怕”，于是就不再怕。不是因为那些语言的神奇，不是因为有什么不同的妙招，其实还是因为爱。如果你因为谁，而爱上自己，那就是爱那个人的意义。  ,2023-09-19 08:41,39,13,0,,,
Nbt9qocAO,https://weibo.cn/comment/Nbt9qocAO?uid=1804943792&rl=0#cmtfrm,很多人的抑郁源于失去了自己的需要，仅有的需要寄托于被需要。在被需要中越陷越深，围绕着别人的需要，不停自我消耗，疲惫不堪而又停不下来，如果停下来就会面对自我的空壳。  ,2023-07-25 10:27,26,12,0,,,
NiMfKevS4,https://weibo.cn/comment/NiMfKevS4?uid=1804943792&rl=0#cmtfrm,在社会关系里的挫败，容易引爆童年的创伤：被抛弃的绝望无助，被羞辱贬低的无价值感。这些痛苦会导致内心被植入负性信念：真实的自己是不值得被爱的。于是一面渴望爱，一面恐惧关系，一面苦苦寻梦，一面进退维谷。因为过度恐惧被抛弃，而变得丧失自我，陷入混乱的痛苦。  ,2023-09-11 11:57,26,12,2,,,
NditAt8mq,https://weibo.cn/comment/NditAt8mq?uid=1804943792&rl=0#cmtfrm,如果家庭没有包容情绪的功能，那么身心边界最薄弱的那个人就会成为牺牲品，身心渗透情绪的暴力，逐渐忍无可忍的崩坏。人如果失去觉察，被动成为替罪羊，人生会因此很难顺利。  ,2023-08-06 10:57,23,12,0,,,
NuyGF3iaK,https://weibo.cn/comment/NuyGF3iaK?uid=1804943792&rl=0#cmtfrm,长大是逐渐失去依靠，要习惯自己做主的过程。对从小缺爱的人来说，浪漫幻想是不能失去的精神支柱。很多人宁愿为爱受虐，把爱的供养当做生命仅有的寄托。然而因缺爱而持续沦为“血包”，并不会燃起持久的希望。进入斑驳参差的人世，直面生活的真相，活出真实的滋味，往前走，会有更多的力量。  ,2023-11-27 23:29,30,11,3,,,
NxLeg7TW8,https://weibo.cn/comment/NxLeg7TW8?uid=1804943792&rl=0#cmtfrm,很多人从小活在残酷的关系里，而自己什么都不懂。就像一粒棋子，并不知道自己的角色是送死的，于是拼命追求认可，幻想活成别人家的孩子，就配活下去。于是一生都不能碰触真实的自己，因为被愚弄得太严重了，自我被剥夺得太凄惨。  ,2023-12-19 00:55,31,11,0,,,
NinB7BYQp,https://weibo.cn/comment/NinB7BYQp?uid=1804943792&rl=0#cmtfrm,很多人长大后进入外面的世界，早期的创伤、原生家庭的痛苦如影随形。因为心底充斥曾被抛弃被践踏的脆弱卑微感，进入亲密关系难以感受平和幸福，而失去亲密关系又会重复被抛弃的痛苦。#原生家庭的爱有多重要##亲密关系#  ,2023-09-08 21:11,27,11,1,,,
NhkIb7q6F,https://weibo.cn/comment/NhkIb7q6F?uid=1804943792&rl=0#cmtfrm,人生需要不断地为自己画像，画出内在自我的样子，从而清晰看到自己。当自我变得模糊，人就会陷入混乱冲突，无法应对复杂的外界，无力自洽自在自主活着。一个人失去了自我，也就失去了把握人生的方向盘。  ,2023-09-02 00:00,38,11,6,,,
NbF33cDDp,https://weibo.cn/comment/NbF33cDDp?uid=1804943792&rl=0#cmtfrm,当人直面生活的惨淡和残忍，一切真相考验着人要学会爱自己，宽容自己，不再如剥皮的鹌鹑任人宰割，还瑟瑟发抖认为错都在自己。其实别人怎么看怎么想都不重要，重要的是不被内心的残酷他者碾碎，以慈悲观照自己，救己一命，胜造七级浮屠。  ,2023-07-26 16:45,25,11,3,,,
NycWFaxJX,https://weibo.cn/comment/NycWFaxJX?uid=1804943792&rl=0#cmtfrm,有些人内心有不配被爱的信念，进入关系就会特别害怕亏欠别人，不敢享受被好好对待，总是刻意把自己放在卑微的位置，传递“我是不重要的，不需要对我好”的信息。然而遭到轻慢，真的不被当回事时，又会强烈愤怒和屈辱，激活曾经被欺凌积压的仇恨。有点钓鱼执法的味道。  ,2023-12-21 23:29,26,11,1,,,
NycRJr0sc,https://weibo.cn/comment/NycRJr0sc?uid=1804943792&rl=0#cmtfrm,被当做工具人养大的孩子，生命的意义建立在被需要的基础上。他们内心填塞的是他人的感受和需要，而没有自我的实感。他们进入关系就会很容易受别人影响，然后身不由己围着别人的感受和需求运转，这样很快就会处于被动甚至受虐的角色。但即便深感痛苦，也仍然很难改变工具人的关系模式。  ,2023-12-21 23:17,33,11,0,,,
Nep3NiLhG,https://weibo.cn/comment/Nep3NiLhG?uid=1804943792&rl=0#cmtfrm,最惨的共生关系，就是类似杀猪盘。如果人想要避免自己被坑得太惨，就要面对内心的共生幻想。那些被骗的人，是怀着最甜美的梦，爱情梦，发财梦，结果却遭遇最残酷的现实暴击。越是想共生，越是要遭遇强中自有强中手的丛林法则。后面无论是恋爱还是职场的致命打击，最初的共生关系都是从原生家庭开始。  ,2023-08-13 17:33,23,10,2,,,
N7O7F3XaA,https://weibo.cn/comment/N7O7F3XaA?uid=1804943792&rl=0#cmtfrm,孽缘的关系。内心恨意很多的人抓住了心智弱于自己的人，将恨意注入弱者身心，因为后者无力离开，只能依附，于是被塑造成同样内心缺爱，易嫉妒，恨意浓烈，无力热爱生活的不幸者。在父母与孩子之间，这样的虐待更加能够长期稳固延续下去。  ,2023-07-01 08:30,22,10,1,,,
N7htklYAr,https://weibo.cn/comment/N7htklYAr?uid=1804943792&rl=0#cmtfrm,如果心底总有挥之不去的绝望，那往往是源自怎么讨好母亲都得不到爱的回应的儿时创伤。  ,2023-06-27 21:22,23,10,0,,,
Njoksjs3x,https://weibo.cn/comment/Njoksjs3x?uid=1804943792&rl=0#cmtfrm,当人开始尝试学习忍受不确定性，就是对人生有了真正的学习心态。尝试修通沉重的依赖执着：对“绝对正确”“永恒不变”可依靠的答案的执迷。  ,2023-09-15 12:53,32,10,0,,,
NvVf5E78B,https://weibo.cn/comment/NvVf5E78B?uid=1804943792&rl=0#cmtfrm,父母之爱是一个人心灵的安全基地，更是人打拼社会的精神铠甲和防身武器。如果从小没有感受过爱，长大后进入关系就像手无寸铁进入枪林弹雨，大抵会被伤到体无完肤。最终只能奋力活出求生本能，要习惯手脚并用匍匐前进。没被爱过的人，一生要为生存进入关系，忍受被践踏的屈辱无助。  ,2023-12-06 22:44,31,10,1,,,
Ne5WReTc2,https://weibo.cn/comment/Ne5WReTc2?uid=1804943792&rl=0#cmtfrm,如果一个人不知道什么叫爱自己，因为没有被爱的体验，必然不会有身心边界意识。那么付出时呕心沥血挖心剜肉，也会期望别人拔点毛发回报自己，结果对方护住脑袋说“不行不行，我每根头发都是宝贵的，硬拔很疼的”。强烈的不平衡和自我失控感最终会验证“不被爱”，这样就会更加难以对自己慈悲。  ,2023-08-11 16:54,30,10,1,,,
NeoML0gTE,https://weibo.cn/comment/NeoML0gTE?uid=1804943792&rl=0#cmtfrm,糟糕的原生家庭是共生的，弱肉强食的，彼此间没有边界的。被压在食物链底部的，往往都是孩子。孩子长大后进入社会，也会习惯性地进入共生关系，成为被消耗和利用的对象，而不知道如何保护自己，形成个体化的自我力量。  ,2023-08-13 16:51,25,10,1,,,
Na6XsuKbz,https://weibo.cn/comment/Na6XsuKbz?uid=1804943792&rl=0#cmtfrm,人世如沙海，个人的存在即便渺小如沙粒，也要具备沙粒的硬度，才能独立存在。否则进入关系就被吞噬，走出关系又无处安放自己。  ,2023-07-16 12:07,33,10,2,,,
NiDdrxYMY,https://weibo.cn/comment/NiDdrxYMY?uid=1804943792&rl=0#cmtfrm,人长大后，需要独立进入社会，此时童年留下的创伤容易在社会生活中爆发。比如，原生家庭中处于极为弱势的人，被抛弃被侵入的创伤严重，在关系里很难耐受，容易被激发创伤。就像带着严重的旧伤前行，很快新伤叠旧伤。  ,2023-09-10 12:57,46,10,3,,,
NkPGypZQT,https://weibo.cn/comment/NkPGypZQT?uid=1804943792&rl=0#cmtfrm,当人的内心太匮乏空洞，就会更愿意活在幻想世界，而无力投入真实的生活。这样不知不觉中，一味沉浸于幻想，心智发展停滞，幻想和现实的落差逐渐变得巨大。蓦然回首，人生陷入无尽迷茫。  ,2023-09-25 00:22,34,10,1,,,
NrhbW5YUf,https://weibo.cn/comment/NrhbW5YUf?uid=1804943792&rl=0#cmtfrm,没有及时和原生家庭分离，无疑会影响人的成长。成长意味着人要进入更深的世界，去领悟世界和自我的关系。如果心灵负担着太沉重的原生家庭阴影，那么身心都会扭曲，能量低迷，无力远足。那些少年聪慧，但被严重控制的人，常常有这样的苦痛，为原生家庭所累，心智折在半路上，对于成长有心无力。  ,2023-11-06 09:25,20,10,1,,,
NnIVozgZi,https://weibo.cn/comment/NnIVozgZi?uid=1804943792&rl=0#cmtfrm,如果你非常渴望被拯救，那么意味着很容易进入受害者角色，遭遇迫害者。而如果你有拯救者情结，那么被辜负也会是常态。拯救者、迫害者受害者，三位一体，在心理世界，这三个角色有一个出现，另外两个就会如影随形。  ,2023-10-14 00:40,22,10,0,,,
Nqfe9y0EB,https://weibo.cn/comment/Nqfe9y0EB?uid=1804943792&rl=0#cmtfrm,当现实缺乏滋养，人就需要大量幻想，例如儿童幻想自己是断翅天使、落难公主。这些幻想保护了心灵，是心灵的避风港。当人长大，内心的创伤还固着于早期时，因为难以承受内心的无助，会延续童年的幻想，用天真的幻想保护脆弱的心灵。  ,2023-10-30 14:35,29,9,0,,,
N76Cf82p9,https://weibo.cn/comment/N76Cf82p9?uid=1804943792&rl=0#cmtfrm,一个人承受过母爱，会有自爱的勇气去直面鲜血淋漓的现实，不会一味躲避在幻想中，只能用幻想保护自己。但如果没有这样的幸运，那么要和自厌情绪做抗争，不败给对爱的绝望。  ,2023-06-26 17:44,24,9,2,,,
N86ETnEpp,https://weibo.cn/comment/N86ETnEpp?uid=1804943792&rl=0#cmtfrm,生命的最初如果缺失了被看见的关系体验，长大后人会在顺从与抗争之间冲突，而无法铸成稳定的自我力量。内在如果是破碎的，无论是泪如雨下的心痛，还是心死如灰后的无动于衷，都会无力应对复杂的人世。表象之下，必定会活在胆战心惊的恐惧与无能为力的虚弱之中。  ,2023-07-03 07:41,24,9,1,,,
NxrgzxtR2,https://weibo.cn/comment/NxrgzxtR2?uid=1804943792&rl=0#cmtfrm,如果小时候不被尊重，那么人就会不知道如何尊重自己。即便拼命追求优秀，努力博取认可，为了活出尊严而付出一切，内心深处也仍然是卑微渺小苦痛不堪的孩子，生死由人摆布，自尊脆弱得会被别人的一个眼神杀死。  ,2023-12-16 22:06,16,9,0,,,
Ne6kjCjBk,https://weibo.cn/comment/Ne6kjCjBk?uid=1804943792&rl=0#cmtfrm,一个人如果没有被爱过，缺失了自爱的慈悲，必然会遭遇种种的痛苦不幸。那些走岔的路，枉费的情，跟错的人，最终都是为了一份修行，为了历经种种劫难，找回对自己的慈悲。话说朝闻道，夕死可矣。人如果找回对自己的慈悲心，就会释然，那些人和事，那些情和泪，都是照见和修炼对自己的慈悲心的存在。  ,2023-08-11 17:52,30,9,0,,,
Nxrjx3Js1,https://weibo.cn/comment/Nxrjx3Js1?uid=1804943792&rl=0#cmtfrm,进入关系就会急切追求认可的人，很容易沦为炮灰，重复在原生家庭的角色命运：是被利用的工具人。  ,2023-12-16 22:13,18,9,0,,,
Nald2FdYy,https://weibo.cn/comment/Nald2FdYy?uid=1804943792&rl=0#cmtfrm,能够坦然享受生活，不觉得羞耻。需要精神很强大。因为大多数人来世间，不是来享乐的，而是来受苦的。如果自顾自开心，就是不孝。所以人的痛苦，很多时候是为了不让父母失望。  ,2023-07-18 00:24,36,9,0,,,
NbUEl2uHL,https://weibo.cn/comment/NbUEl2uHL?uid=1804943792&rl=0#cmtfrm,娑婆世间，苦难重重。而外力的入侵，常常要借助最亲的关系，转变为内在的迫害，才会构成最深的摧残。所以人心致命的创伤，总是在童年就种下了。在之后的成长过程中，因为外力入侵，童年创伤反复发作。  ,2023-07-28 08:28,21,9,2,,,
NeFwIpscu,https://weibo.cn/comment/NeFwIpscu?uid=1804943792&rl=0#cmtfrm,任何时候，都要对自己慈悲。如果童年缺爱，那么是会容易被恐吓的（如果你不听话照办，就会如何倒霉）。也容易被诱惑（如果你听话照办，就能捞到好处）。因为太缺爱，那么就难免会被套路拿捏和欺骗。人性本就是渴望趋利避害，充斥“恐惧”+“贪婪”的。如果一点没有这些问题，反而和世界格格不入了。  ,2023-08-15 11:29,20,9,0,,,
NrgT9kw8h,https://weibo.cn/comment/NrgT9kw8h?uid=1804943792&rl=0#cmtfrm,很多时候，人要经历很多事情，然后回首当初的自己，才会明白那时的自己是怎么回事。人常常是活在梦里，依靠着幻想甚至妄想活着，然而却是自己都不知道的。仿佛是被操纵着被欺骗着一路走过来，而自己却是浑然不觉的。就像从来没有照过镜子的人，不清楚自己的模样，所有能反光的东西都被藏了起来。  ,2023-11-06 08:39,20,9,0,,,
NxUmAaF2i,https://weibo.cn/comment/NxUmAaF2i?uid=1804943792&rl=0#cmtfrm,对于坏妈妈，如果你爱她，会被她控制到失去自我。如果你恨她，会承受沉重的罪责。失去她会让你绝望无助，在一起又是窒息而空洞的囚笼。总之，你怎么做都是错的，因为只要你还有一丝一毫的自我存在，你就是错的。坏妈妈要孩子做她的工具人，要完全没有自我，才能和她完美共生在一起。  ,2023-12-20 00:11,26,9,1,,,
NoANHtTim,https://weibo.cn/comment/NoANHtTim?uid=1804943792&rl=0#cmtfrm,人来到人世一趟，总是要活出自己，看见自己，知道自己是谁，与世界有链接。不是面目模糊，内心空洞地走过。不是因为害怕活出真实，而嵌入受害者角色，表面维系住清白感，实际是为走捷径，活得容易些，而付出巨大代价。  ,2023-10-19 17:50,23,9,0,,,
Nl8oJtqaI,https://weibo.cn/comment/Nl8oJtqaI?uid=1804943792&rl=0#cmtfrm,人生特别重要的是“找到自己”，让自己落地生根，长成独立的生命树，深入土壤，向上生长。人如果没有自己，迷失自我，就容易一味想挂靠和寄生于他人身上，这样难免所托非人，错付情感。人海茫茫，人都想觅得对的人，而找到自己始终是第一位的。  ,2023-09-27 00:00,36,9,1,,,
NuyMj66Gv,https://weibo.cn/comment/NuyMj66Gv?uid=1804943792&rl=0#cmtfrm,莫名的绝望无助，往往是受困于潜意识的一个不可能实现的愿望。在意识层面仿佛是知道的，然而并不能真正看清楚那些想法。那些想法是朦胧混沌的，很难用语言清晰表达出来的，潜伏在精神深处操控着人，让人身不由己。因为身不由己，所以绝望无助。  ,2023-11-27 23:43,18,8,4,,,
N7O49C6d7,https://weibo.cn/comment/N7O49C6d7?uid=1804943792&rl=0#cmtfrm,一个人如果幸福，就会内心的爱多过恨，生的力量大过死。当人恨意居多，如果恨无处安放，死的力量要覆盖生，人生就要往毁坏的方向进展。因此有些人会选择拉“替死鬼”，把恨意注入对方身心，缓解自身痛苦。在家庭内部，这样的操作也稀松平常，甚至因为关系亲近，更加容易滋生，于是共生互害代代相传。  ,2023-07-01 08:21,25,8,0,,,
N87VC3qO5,https://weibo.cn/comment/N87VC3qO5?uid=1804943792&rl=0#cmtfrm,母婴创伤严重的人，如果内心的原始恐惧没有被看见和接纳，只是不断被挤压进入潜意识，那么冰山之下暗流汹涌。平静坚强外表下，不为所知的脆弱自我随时崩毁。人会很难承受生活的压力和种种关系。风声鹤唳草木皆兵，一丝一缕都会击溃外强中干的身心。  ,2023-07-03 10:55,20,8,1,,,
NhU5q4FI2,https://weibo.cn/comment/NhU5q4FI2?uid=1804943792&rl=0#cmtfrm,当你看不明白那些人那些事，也困惑别人为啥那样对待自己，不被一味消耗，奋力往前走，提升自己的力量，是最重要的事。  ,2023-09-05 18:04,26,8,0,,,
NhSFQ839K,https://weibo.cn/comment/NhSFQ839K?uid=1804943792&rl=0#cmtfrm,:当人焦虑的时候，往往内心处于患得患失中，不断放大了担忧恐惧，而又手足无措，不知如何是好。人要寻回内心的力量，直视焦虑造成的自我迷失，缓解焦虑的痛苦，最好的办法就是“行动”。当人迷失了自我，不再有内心的力量，就会容易陷入混乱和焦虑。患得患失，左右为难，怕这怕那，这也不敢，那也不行。往往不那么可怕，不那么重要的事，也会变成困扰。缠绕在其中，焦虑不堪。因为失去了自我，不敢行动起来，人就会被未知的未来，不确定的事情所湮没，而不再有果敢的判断，不再有取舍的魄力。人要能从心所愿，才能杀伐决断。想做就做，不喜欢就离开。坚定的自我，及时的行动，是治愈焦虑的不二法门。#可隆拍了拍你的焦虑##有故事才是自然的事#  @KOLONSPORT可隆  可隆,2023-09-05 14:28,14,8,0,,,
Nguvxm2iL,https://weibo.cn/comment/Nguvxm2iL?uid=1804943792&rl=0#cmtfrm,人随着成长，需要修通自恋，找回身心边界。学会自己爱自己，减少过度付出导致的能量纠缠和损耗。照顾好自己，是真正的慈悲。#一路朝阳的女性价值#  ,2023-08-27 11:06,28,8,1,,,
NwWBWzN60,https://weibo.cn/comment/NwWBWzN60?uid=1804943792&rl=0#cmtfrm,人心是越匮乏，越渴望极致的满足，以至于理想和现实落差巨大。极致的渴望背后常是残酷的关系，充斥着你死我活的博弈与共生绞杀。人们为了得到一点要付出极大代价，人心被求不得与放不下的执念折磨。  ,2023-12-13 16:04,19,8,0,,,
NxUbIkCw2,https://weibo.cn/comment/NxUbIkCw2?uid=1804943792&rl=0#cmtfrm,被好好爱过的人，会懂得爱自己，保护好自己，内心自带好妈妈。而没有被好好爱过的人，往往不会爱自己，无力保护自己，身心和坏妈妈共生在一起，长年被摧残折磨，情感捆绑，却无力分离。  ,2023-12-19 23:44,21,8,1,,,
