wid,weibo_link,content,img_urls,location,publish_time,publish_tool,like_num,forward_num,comment_num
Nw8wr9Goe,https://weibo.cn/comment/Nw8wr9Goe?uid=2481431541&rl=0#cmtfrm,:最近关注生成式3D+AI内容比较多，随机pick几个最近一个月比较火的文章。主要集中在提升text to 3D的性能上。网页链接论文提出了 X-Dreamer，这是一种用于高质量 text-to-3D 内容创建的新颖方法，可以有效地弥合 text-to-2D 和 text-to-3D 生成之间的领域差距。网页链接 DMV3D是一种3D图像生成新方法，它基于Transformer对多视图扩散进行降噪。重建模型结合了NeRF表示，可以通过NeRF重建和渲染对多视图图像进行降噪，从而实现在单个A100上生成3D图像只需30秒网页链接 MeshGPT将网格表示直接生成为一组三角形。该方法的亮点在于克服了其他 3D 建模方法的最大障碍，即编辑能力。网页链接在 3DGS 的基础上提出了将 2D 的「分割一切」模型的细粒度分割能力提炼到 3D 高斯中。网页链接让3D编辑像PS一样简单，新算法GaussianEditor在几分钟内完成3D场景增删改网页链接大约一分钟内将单个图像转换为详细的 3D 纹理网格。先微调 2D 再转换成3D网页链接克服纹理退化和几何错位等常见问题。在 Zero123++ 上训练 ControlNet 以增强对生成过程的控制的可行性,2023-12-08 08:33,20,16,0,,,
NocwzeHr4,https://weibo.cn/comment/NocwzeHr4?uid=2481431541&rl=0#cmtfrm,:早上看到LinkedIn裁员了，我久违地打开了一亩三分地的网页。这个软件自从cs major毕业之后我就把它卸载了。每次上去看几条消息就会觉得世界要毁灭了&我找不到工作了&我这辈子找不到男朋友了，诸如此类的想法就会出现在脑子里。@ParametersBot 每天都在说我们这代人不可能成功。我觉得应该是我们这代人很难从0-1成功了。老一辈人，踩在社会转型福利期，时代和社会都处于高速发展时期，那时候无数人通过下海经商就能成功。他们坚信“努力就有回报”的信念，愿意相信“白手起家”的故事。是因为他们大部分将自己的成功归结于自己的能力，却不肯承认历史和环境所带来的顺流正向影响。因此如果我有一天我成功我只会认为是我运气好而不是我有多努力。大部分人也没有意识到成功的人生也是不可复制的，时代，机遇，信念这些缺一不可。但是我们这代人还有没有机会呢？我认为是有的。但是在哪里呢？每个时代的人的成功都是少数的，只是我们这代人的成功可能从比例上来说更多来自于上层或者底层阶级。对于中产来说，你并不愿意放弃你已经有的但你没办法往上走更多了。一代人有一代人的长征，一代人有一代人的使命。因此我们这代人或许就不应该对“成功”有太多渴望，修炼自己的内心到达更深层次的幸福与快乐才是我们这代人的必修课。多看看自己已经拥有的，多听听自己身边的声音。个人观点，仅供讨论,2023-10-17 04:02,63,15,2,,,
Nwl4i31Kg,https://weibo.cn/comment/Nwl4i31Kg?uid=2481431541&rl=0#cmtfrm,听说陆本子们喜欢搞Phd崇拜，喜欢这个“X佬”，那个“Y神”。海本子们大概只会崇拜这么几类人：有爹拼敢本科辍学创业的，有身份不担心工作机会的以及做饭好吃还会洗碗的。  ,2023-12-09 16:29,111,13,4,,,
NxSLYj0a3,https://weibo.cn/comment/NxSLYj0a3?uid=2481431541&rl=0#cmtfrm,十年前，System的风从美国的西海学术圈吹到了中国的清华和燕园，滋养了无数搞底层infra的学子们。当这些孩子们漂洋过海来到世界的另一端却发现学术界早已变样。人人都在谈论CV，大模型，多模态，NLP，深度学习。没有人关注SIGMOD，关注SIGGRAPH。  ,2023-12-19 20:08,58,13,14,,,
NvOQFcVBl,https://weibo.cn/comment/NvOQFcVBl?uid=2481431541&rl=0#cmtfrm,:和某top2本+Stanford斯坦佛CS Phd的深度对话系列（二）我：有什么十年前就明白但至今无法实践的道理要送给大家？TA:  讲讲“优势选择陷阱”：清华大学的本科生属于优势群体，由于拥有相对过人的学习能力，享受优质的教育资源。清华学生总被社会寄予很高的期望。同时，清华学子自身也总是希望闯荡出一番事业。但就是这样的原因让他们在常常面临一种“优势选择陷阱”。不敢冒险不敢“赌博“，生怕人生走错一步就万劫不复。这反而限制了很多人成功的步伐。绝对成功的人通常在逆境中都有破釜沉舟的心态，这一点在顶尖学生中反而比较难以培养。准备长更这个系列，希望能对大家有所启发。大家有什么疑惑或者想问的问题随时留言！,2023-12-06 06:28,93,13,15,,,
NowVpf8Vt,https://weibo.cn/comment/NowVpf8Vt?uid=2481431541&rl=0#cmtfrm,:最近看了几个国外开的各种大会，发布会几个感触：1. CS除了CV和AI(本质也是CV)，可能在其他任何方向phd在工业界都没什么意义了美国各种开发者大会/大厂大不会，已经基本看不到华人的身影了。上次参加confluent current 2023大约有10%不到的亚裔面孔。华人在硅谷仿佛全线溃败了。2. Google，apple，aws，confluent，我能看到的大会都是发布产品，这些产品越来越注重软实力和生态，硬科技的时代也过去了。以后中美就是两个赛道并且两个生态会越来越独立（比如昨天的GPU制裁事件，某种程度也是在让国内芯片更加“自主可控”）3.国内过了技术大投资的阶段了，接下来都是本地化运营更加注重获客和盈利本身了。举个例子：浪潮其实是成功的民营企业。可能很多人瞧不起浪潮，但中国没几个计算机行业的公司能做到浪潮的收入一年营收几百亿。个人观点，仅供讨论 #光头老师创业学#,2023-10-19 07:58,48,13,5,,,
NuJQJC8Up,https://weibo.cn/comment/NuJQJC8Up?uid=2481431541&rl=0#cmtfrm,:Pika Labs是纯硅谷startup，从vc到投资人的背景一水的纯local。创始人之一Demi应该是美籍/绿卡+杭外+杭二+哈佛本+Stanford博（quit貌似），高中代表美国参加IOI获得银牌并在Quera实习（这也就能解释为什么Quera的创始人会成为seed round投资人）。当然高中时代Demi在国内美本申请圈就很有名气了。如果大家看我之前的一篇讲美元vc的投项目逻辑之一，就会明白Demi的成功充满了必然性。或者说她从出生就赢麻了。利益相关：过多八卦不讲了，大家可以自行zhihu。,2023-11-29 03:54,31,12,3,,,
NpfDnyVAz,https://weibo.cn/comment/NpfDnyVAz?uid=2481431541&rl=0#cmtfrm,:昨天和纯北美某一线早期VC投资人吃饭有几个信息，给广大想要出来自己创业融资的友友们一些建议：（他专注data & infra方向并且最近投了某风头超高华人高管出来做MLops的startup）1. 创始人可以不懂business or management但一定要是某特定小领域的top 1% talent2. 创始人的twitter followers最好要上千（越多越好代表你本人的影响力）3. 创始人最好是top本+top phd（Elite模版）4. Embodied AI是未来AI投资布局的重点 #光头老师创业学#,2023-10-24 01:47,31,12,7,,,
NwfNRu3IR,https://weibo.cn/comment/NwfNRu3IR?uid=2481431541&rl=0#cmtfrm,:建议大家写简历用overleaf或者其他LaTex编辑软件，HR真的不会喜欢看到乱七八糟排版的word文档。大部分人还是更喜欢看整洁明了的LaTex编辑模式。不要放照片，除非你对自己的颜值很有自信（虽然说大家不会看脸选人，但是任谁不会对帅哥美女多包容一分）。简历长度1页就够了，太长像假的。因为烙印和毛子经常会有假简历基本上都是10页起步。#找工小知识#,2023-12-09 03:05,50,11,10,,,
NvKg5sxBq,https://weibo.cn/comment/NvKg5sxBq?uid=2481431541&rl=0#cmtfrm,:不管你是否承认，#第一学历# 歧视就是客观存在的。在人才储备充足的状态下，学历成为了检验的第一标准。普通大学和985之间的差距根本不在于硬性分数而是soft skills。top学校出来的掐尖小孩在自我表达，沟通能力和做事逻辑上更胜一筹。（别和我杠，我面试过的985学生绝对比你多）这种一点就通的“聪明”是很难立马学会的。不然你以为投行VC金融业招那么多高学历小孩进去打杂是为什么？这种吃资源的行业除了自带背景本身，最重要的本事是“见人下菜”。985有更好的校友资源，也让学生们更早的认识到“有关系“的重要性。这样就不会在面试时候傻傻地和HR玩“你问我猜”游戏。我曾经被某老板暗示只招聘四大毕业的本科生，CS届四大：Stanford斯坦福，CMU卡梅，MIT麻省理工，UCB加州伯克利。其他的干脆统统不看。因为老板们相信，即使你是“普通学校”的学生但是有能力有水平自然可以找到大佬refer，因此最终面试只考虑top校+内推refer的人选。我在之前的一篇博文中探讨了北美找工“network”的重要性，也是送给“普通大学”的朋友们。你要相信自己不普通才能让别人也相信。第一学历不是”摘不掉的帽子“和“不可逾越的天堑”，只是在未来要付出比旁人多更多的努力才能达到别人的起点。#普通大学和985大学的区别##困在第一学历里的年轻人#,2023-12-05 18:47,68,11,6,,,
Nssp3zUBt,https://weibo.cn/comment/Nssp3zUBt?uid=2481431541&rl=0#cmtfrm,过度的思考人生其实是一种拖延做事情的手段，也是一种浪费人生的选择。一个人如果思考越多做事越少就会越愧疚，这本质上是一种消耗自己的错误。所以朋友们别再为自己的拖延找借口了，赶紧行动起来吧。  ,2023-11-14 03:48,38,9,1,,,
NwkZpv6LQ,https://weibo.cn/comment/NwkZpv6LQ?uid=2481431541&rl=0#cmtfrm,向上管理和社交的顶级境界是“做自己”。搞懂规则，玩透规则，最后再打破规则。“做自己”不是盲目公开对抗，而是遵循一定的行为逻辑，拥有稳定的内核和价值体系以及护城河的专业思维。让别人像剥香蕉一样认识你。你才能成功“做自己”。#光头佬职场文学#  ,2023-12-09 16:17,39,9,1,,,
NvnOapTde,https://weibo.cn/comment/NvnOapTde?uid=2481431541&rl=0#cmtfrm,":ChatGPT发布一周年了，随着AI的飞速发展，大家更多讨论的是AI应用带给个人的影响。昨天和一个做AI Agent融资千万美元的创始人聊天，我个人感受比较深刻的是AI极大的提高了生产效率，也注定会改变公司的组织架构。比如Pika Labs的成功只有4个人，但是招了很多姚班本科生来做Intern。某种程度上是因为AI辅助工作让创业公司不需要大量招聘全职员工就可以快速开始生产。这样的好处在于，低效率的沟通成本减少了太多。组织架构的精简一定程度上会让产品的迭代发展更快。这就形成了良性循环。AI不会取代CEO, CTO和CPO。CEO负责运营执行，CTO负责技术创新，CPO负责产品迭代。从社会学的角度上思考，这波大模型给世界带来的可能是生产方式上的巨大变革，现代公司制度可能面临全线溃败。超级个体的时代即将来临。",2023-12-03 09:37,42,9,4,,,
Nw70P20F7,https://weibo.cn/comment/Nw70P20F7?uid=2481431541&rl=0#cmtfrm,:关于sponsorship（包括H1B和greencard）要不要和HR提前说明的问题以及如果HR问了该怎么回答：1.faang大厂/中厂/知名公司：一定要在HR面的时候赶紧确认并如实回答，不要认为北美这边local HR不懂这些。稍微有点经验的HR在处理国际学生签证以及身份问题上都有很多经验。没有必要隐瞒不然最后只会浪费时间，得不偿失。2.Startup/小厂：如果是面对没有专门的HR/recruiter的公司，尤其是由hiring manager直接面试的小公司们。可以先把这个问题含糊一下，通常情况startup可以商量的，尤其是H1B抽签的问题。H1B的sponsorship对于一年多花点钱的事，有部分公司是可以为了“人才”妥协的。如果真的很优秀可以考虑和CEO们直接谈这个问题，因为有的小公司确实是怕麻烦/全是白人所以不懂“身份”对于工作的重要性。Note：STEM OPT期间对于公司来说也需要sponsorship，所以不管你要不要H1B，只要是在F1 OPT期间工作原则上都是需要sponsorship的。#找工小知识#,2023-12-08 04:42,29,8,9,,,
Nqy52sepk,https://weibo.cn/comment/Nqy52sepk?uid=2481431541&rl=0#cmtfrm,:至自己：小镇做题家最大的不幸就是人到中年的社交账号还需要通过学历tag来给自己引流。年近裁员还需要学历为自己搭桥铺路。我有时候痛恨社交媒体的标签但又不得不融入。我要把暂时这个现象定义为”结构性学历暴力”。结构性学历暴力—特指人们为了融入精英群体营造的社交媒体氛围（在自己的Bio里加入名校title）而感到自卑的精神暴力—逐步转化为整个社交媒体对个人思想潜力和意识的压抑与控制个人观点，仅供讨论,2023-11-01 14:35,40,8,0,,,
NvueqBVDT,https://weibo.cn/comment/NvueqBVDT?uid=2481431541&rl=0#cmtfrm,:所谓特权阶级的傲慢，小镇做题家的拧巴，在精神层面是异曲同工的。无非都是在执念自己的身份属性。一个端着优绩主义陷阱的面子，一个拼命摆脱小镇做题家的里子，这里的傲慢与偏见没有本质区别。人们常说的认知限制格局其实不止形容“穷人”，也适用于“富人”，可惜这两拨人永远也不能互相理解。 ,2023-12-04 01:59,42,8,1,,,
NsahWBaQf,https://weibo.cn/comment/NsahWBaQf?uid=2481431541&rl=0#cmtfrm,:挑男人和申请选校没有本质区别。选校需要分几个档次，彩票/冲刺，match/主申， 保底。 而选男人则是根据自身情况和现有的candidates去ranking，分为“大概率看不上但我想硬舔的”，“凑合着过但又不甘心的”，“走过路过都不会考虑的”。并且同时这两拨人都会在red book上发“申请总结/选校定位”以及“姐妹们下面几个男的我该选哪个“等 #情感语录# #人生感悟# #搞笑幽默#,2023-11-12 05:41,23,8,2,,,
Nw6Rcr1DN,https://weibo.cn/comment/Nw6Rcr1DN?uid=2481431541&rl=0#cmtfrm,:和某top2本+Stanford斯坦福CS Phd的深度对话系列（四）我：有什么在找工作时候对你影响很深刻的话或者道理？TA:  “居心于有意无意之间，处世于不即不离之法“。职业或者人生规划，和寻找爱情很相似。你刻意去找，四处相亲，很可能都没有结果。更理想的方式，是在有意无意之间，遇到一个人，成就一段姻缘。当你刚遇到的时候，隐约有些感觉，于是深入了解，主动接触。然后说：就是她！而你为什么能确定她就是你的理想伴侣？这是因为你在之前见过许多女生，接触过许多人，渐渐地就在给自己的理想型增加描述。你是有积累的，有准备的。但你也是”有意无意“的，不会因为没有女朋友就乱了你生活的节奏。而最后，你也可能发现对方并不适合你。物质或者非物质的条件让你俩不能在一起，但没关系，从中总结经验，吸取教训，把那当做一段有苦有甜的回忆，而在面临今后的选择时，你的vision就会更加清晰。#深度对话##找工小知识#,2023-12-08 04:18,35,7,2,,,
Nt4J4tkI0,https://weibo.cn/comment/Nt4J4tkI0?uid=2481431541&rl=0#cmtfrm,":OpenAI把奥特曼踢走了，事实上除了Sam，OpenAI的board里没有很有能力做产品的。大概率还是Sam得罪了board，Sam前三天还在发推说暂停gpt订阅, 因为停止订阅是因为dev day以后太多人订阅了，服务器受不了，应该和内斗没关系。2023年的倒数第二个月，世界上目前最受瞩目的startup的CEO也被裁员了。希望这条消息给这一整年被layoff的友友们一点信心，毕竟裁员这事跟水平关系不大，还是得做好向上管理，就连CEO也是如此。你给manager打工，manager给director打工，director给vp打工，vp给CEO打工，CEO给board打工，board给GP打工，GP给LP打工，生生不息。",2023-11-18 05:22,42,7,1,,,
NvIu8qeOE,https://weibo.cn/comment/NvIu8qeOE?uid=2481431541&rl=0#cmtfrm,:围观了几个“亿+”大佬们谈生意，发现大家面上说起来都是感情，其实底下都是权衡利弊的抉择。那时我就明白，这个世界上很多“事”穷人做不到不是因为不努力。只是因为物质和环境的匮乏造成个人无法承担试错的成本，进而人生会受到怎样的局限。毕竟感受过权利在手中流淌的感觉的人很难不渴望成功，就像尝过雄竞快乐的人是很难再回到雌竞的，那是另一种自由。 #光头老师创业学#,2023-12-05 14:16,30,7,3,,,
Nxmik3ybV,https://weibo.cn/comment/Nxmik3ybV?uid=2481431541&rl=0#cmtfrm,中国最大的知识付费平台（Ponzi）是什么？99%热爱学习的人都日复一日往里面充值付费学习ChatGPT，大模型，数字人，4D毫米波雷达，无人驾驶，自研芯片，Embodied AI，太空光伏，工程噬菌体，低轨卫星，固态电池，常温超导。不是知网，A股才是。#光头老师创业学#  ,2023-12-16 09:27,45,7,0,,,
Nw6V3FbuC,https://weibo.cn/comment/Nw6V3FbuC?uid=2481431541&rl=0#cmtfrm,“打工的目的是早点赚钱赎身不干了，不是让你在青楼当头牌”。可惜我不仅当不了头牌，熬到了能做老鸨的年纪也没攒够钱赎不了身。何况青楼等我35岁就嫌我人老珠黄发配去端茶倒水开滴滴送外卖。#光头佬职场文学#  ,2023-12-08 04:28,21,6,0,,,
NssuVAsXd,https://weibo.cn/comment/NssuVAsXd?uid=2481431541&rl=0#cmtfrm,:我把ayawawa杨冰言和曲曲大女人以及一众情感/“捞女”博主的课程PDF喂给了Chatgpt，企图训练出一个捞女指导百科。在使用者给出上下文的情况下分析使用者的自身情况并判断关系进展，以亲密关系为抓手，以获得自我成长，以及最大化收益为目标。我们应该以tech为第一生产力，拒绝中间商赚差价。这个gpt本质是学习“捞女”思维和逻辑，在正确的地方使用合适的认知并做出合理的判断。其实和其他gpt本质没有区别。,2023-11-14 04:03,11,6,1,,,
NuW86z1y5,https://weibo.cn/comment/NuW86z1y5?uid=2481431541&rl=0#cmtfrm,破案了！Pika Labs的创始人Demi Guo是信雅达二千金@一条阿拉斯加雪橇犬 说今天信雅达直接涨停了（15%），女儿就是概念股。老爹横扫中国A股二级市场，女儿拿下美国VC买方，赢麻了。  原图 ,2023-11-30 11:10,20,6,2,,,
NxQbXqPXO,https://weibo.cn/comment/NxQbXqPXO?uid=2481431541&rl=0#cmtfrm,知识付费/咨询是比直播卖货更顶级的商业模式。直播带货要喊要叫要发货，还要担心供应链和选品。知识付费不仅不需要快递发货，连退货率都没有。毕竟知识这种东西，学了还能退吗？大家对于流量变现的想象力还是过于匮乏了。#光头老师创业学#  ,2023-12-19 13:34,30,6,6,,,
Nw1Qx744c,https://weibo.cn/comment/Nw1Qx744c?uid=2481431541&rl=0#cmtfrm,:我本来认为AI替代的应该是假装成脑力其实是体力的活。因为不是只有”动手“才是体力活。个人认为真正的脑力活应该是具有创造性的。结果今天看完Google的Gemin视频，让我比较怀疑之前的思考是否正确了。所谓的创造性究竟是什么？人类从智人到现代人类花费了数十万年才学会用脑和控制四肢，但是文明的诞生却只有几千年，而工业革命甚至才过去了不到两百年。那么我们物理世界最终走向AI的命运到底还剩多久？#谷歌Gemini# ,2023-12-07 15:33,22,6,5,,,
