wid,weibo_link,content,img_urls,location,publish_time,publish_tool,like_num,forward_num,comment_num
NcGCK7fn8,https://weibo.cn/comment/NcGCK7fn8?uid=5115269913&rl=0#cmtfrm,:一些律所面试tips合集。之前都发过。先讲一下律所之间的区别。律所是很传统的资本主义盈利模式，通过合伙人压榨律师来实现创收。所以大部分情况下，律所排名越高，组的名声越响亮，律师就会越忙，压力也就随之而来变大，这是没办法的事情。但是这些律所的好处是你能很快学到东西。首先从暑假实习开始他们就会有非常系统的项目，比如我们当年是拿一个模拟案例来做教学，你做一个公司的律师，从融资，上市，并购，开发新项目，再到被起诉和破产一条龙服务，在每一个过程中和小组成员一起写文件，做legal research，也能够让你知道每个组具体是做什么的。一年级和二年级有非常扎实的legal writing和contract drafting的课程，每周还要写作业，还会有合伙人看作业，导致大家跟中学一样每天早上偷偷摸摸问同桌“作业写了没有能不能借我抄一下”。随着年级的升高，因为大部分项目比较大，会有很多人，你会从各个不同的年级同事身上学到不同的东西，而你也会从二年级开始学会怎么带底下的人一起工作。还有一个好处是，大部分客户不差钱，你只管花时间把事情做到完美就好。排名低一点的所大部分情况下文化肯定好一点。因为收费低，合伙人会比较平易近人，会自己改文件，自己写东西，而且会和junior associate有很多互动。也因为收费的原因，有时候客户会直接去找低年级律师问问题，低年级律师就有很多成长的机会。面试之前最好跟所里面的人打听一下招Litigation和Transactional的比例大概是多少，前几年市场好的时候招人无所谓大家进来再分组，但是最近有的组招人是有指标的，最好别对着不招Litigation的所说自己很想做Lit。对于transactional的分组选择，最好面试前大致了解一下这个所是怎么分组的，你对哪个组最感兴趣（eg. finance，M&A，capital markets，project finance，fund formation），有时候面试官需要面完人以后上报这个人对哪个组感兴趣，然后firm需要综合考虑决定给谁offer。一定要自信。我经常看到有人问没有金融背景做非诉会不会有障碍，或者觉得自己不如那些有金融背景的人。一定不要有这种心态，自信大胆地说自己为什么对这个组感兴趣，展示出自己的热情和认真的学习态度来就好了。讲一个经历的时候，给一两句基本的介绍。比如在xx公司/律所工作过，先介绍一下这个公司是做什么的，不然面试官会对你说的什么感到很陌生。问题要从自己角度回答。比如问你，这个实习经历怎么样。别扯什么公司很厉害，工作内容很厉害，上司很厉害，一定要具体具体讲你自己做了什么，做了什么项目，写了什么文件，从什么角度分析了什么legal issue。面试的重点是体现出你自己的能力。别讲车轱辘话，越具体化越好。别讲什么“我在炸鸡店打工了三个月”，要讲“我每天负责把鸡肉裹上面粉和调料，监控油温，把鸡肉安全地放在油里面洗澡，还要负责和顾客沟通收款，每日卖出一百个炸鸡腿”。每个回答最好控制在1-2分钟的样子，给足够的信息但是不至于太冗长。给对面问follow-up的机会，或者讲完一小段说，“我还可以具体讲一下我发明的奶茶炸鸡一起卖套餐，和套餐的销售情况，如果你感兴趣的话。”,2023-08-02 10:36,202,65,3,,,
NoykpFNDP,https://weibo.cn/comment/NoykpFNDP?uid=5115269913&rl=0#cmtfrm,闺蜜写的美国转码项目总结 ⬇️  [组图共3张] 原图 ,2023-10-19 11:32,81,51,3,,,
Nk5VJnMDy,https://weibo.cn/comment/Nk5VJnMDy?uid=5115269913&rl=0#cmtfrm,强推这条优衣库，不勒腰身材料非常舒服，加一个腰带直接上班穿，穿完直接扔洗衣机也不怎么需要熨烫，最重要的是它有口袋！！！  [组图共2张] 原图 ,2023-09-20 03:53,526,47,21,,,
NeKfbvXLS,https://weibo.cn/comment/NeKfbvXLS?uid=5115269913&rl=0#cmtfrm,:读《始于极限》的时候我就在思考一个问题，女性主义理论怎么跨越个体之间的阶级经济差异。比如铃木凉美和上野千鹤子，都是中产以上高知家庭出身的，她们给的很多建议都是适用于自身环境下的女生，但是对普通女性，或者家庭条件没有那么开明的女性好像并不适用。比如我之前写过的，她们可以反对婚姻是因为家庭条件提供的教育资源，思维方式，高学历，还有创造出来大不了回家要钱安全感。但是对于普通女性来说，社会上处处是为女性设置的障碍，从读书到求职到生育问题，“男人靠不住女人要靠自己”并不能轻松解决吃饱穿暖的问题。互联网其实是一个很好的发声渠道，所以对于这方面讨论的评论我从来不删，无论是什么样的发言都可以提供思考的角度。甚至昨天还有人转了我的那条讲女人不要把自己宠物化的微博，at了她的男朋友说“我就想做一只猫，你夏天要给我开空调”。应该鼓励更多的女生表达自己的看法说出自己的困境，才能有更多人从不同角度思考，给出多元的解决方案。,2023-08-15 23:29,432,40,16,,,
N6nV8BYAU,https://weibo.cn/comment/N6nV8BYAU?uid=5115269913&rl=0#cmtfrm,:“法学院一年级成绩越好找工作越容易找到的律所也越好”是一种思维误区。不是说成绩不重要，但实际上中国人奉行的做题家思想在法学院招聘和律所工作里面是行不通的。我当时就是上了这个当，觉得自己成绩很好怎么样都能找到工作，结果很惨，我们那届还有成绩10%的没找到的。反倒是一些口语好的，会聊天的，积极参加networking的，拿着平均分甚至低于平均分的成绩手握十个offer。后面换了角色自己面试人，成绩过了gpa cutoff以后真的只是一行数字，匆匆扫一眼，除非特别低不然差不多就可以了，主要还是看面试聊得怎么样。,2023-06-21 23:57,162,40,4,,,
NwVHlabSK,https://weibo.cn/comment/NwVHlabSK?uid=5115269913&rl=0#cmtfrm,:为什么金融圈，律所和大厂都充满了鬼故事，因为我们的本质都是洗衣机。上级让你做一个活儿，就好像你把脏衣服扔到洗衣机里随手开机，过了两天才想起来没烘干，衣服已经臭了。于是你让洗衣机又洗了一遍，发现衣服还是很臭，你一边骂洗衣机怎么除味道都除不干净，一边又开了一次洗衣机，完全忘记了自己上次没加洗衣粉。洗衣机做错了什么吗？没有。你会因为让洗衣机重复洗两次衣服而跟洗衣机道歉吗？不，你只会为了节省电费让洗衣机在半夜运行。这就是资本把人异化的过程，没有人关心我们睡眠是否充足，工作是否过多，压力是否太大。他们只需要把脏衣服不断塞进洗衣机按下开关键，然后在洗衣机过载以后再买一台新的，至于坏掉的洗衣机去了哪里，也没有人会关心。,2023-12-13 13:44,169,37,4,,,
NiubgE1RK,https://weibo.cn/comment/NiubgE1RK?uid=5115269913&rl=0#cmtfrm,看到很多什么早八打工人通勤妆容教程，阴影眼线卧蚕一个没落下。女生把自己收拾干净，看起来有精神的基础上，真的没人会注意你那么多细节。你是去工作的不是去选美的，化妆半小时的功夫不如多工作/学习半小时对你职场提升来得大。不然为什么没有见男士修容小技巧视频的盛行呢。  ,2023-09-09 13:57,531,36,14,,,
N7OTrpzXN,https://weibo.cn/comment/N7OTrpzXN?uid=5115269913&rl=0#cmtfrm,很多年前写的mass mail/OCI经验贴  [组图共5张] 原图 ,2023-07-01 10:27,51,32,2,,,
NlbQKbChI,https://weibo.cn/comment/NlbQKbChI?uid=5115269913&rl=0#cmtfrm,:年轻时，留学圈中有一些人确实是满怀天赋，笔下流淌着锐利的批判之辞，涵盖了艺术，文化，政治经济，社会政策方方面面。当然也有互相指着鼻子大骂的时刻，但那些文采斐然的檄文读来也有一番乐趣。十载光阴匆匆，他们中大部分好像都沦为碌碌无为之辈，梦想被岁月冲刷成泡沫，唯一坚持的就是那股子尖酸刻薄劲。这种批评行为，渐渐演变为一种自我陶醉的怪癖。他们没有为社会的改变做出多大的努力，为了讨口饭吃而卑躬屈膝。他们的文字，曾经是犀利的武器，如今变成了无谓的嘈杂。他们以为自己能够通过尖锐的言辞攻击一切来回到曾经的光荣岁月，但那只是沉浸在虚幻的自满。【ChatGpt写的，写得还挺好】,2023-09-27 08:48,126,32,7,,,
N8vu7cMRq,https://weibo.cn/comment/N8vu7cMRq?uid=5115269913&rl=0#cmtfrm,随便聊一下现在的北美市场，律所裁员逻辑和法学院求职策略，欢迎留言讨论  [组图共4张] 原图 ,2023-07-05 22:53,87,32,11,,,
N8OfTBkKs,https://weibo.cn/comment/N8OfTBkKs?uid=5115269913&rl=0#cmtfrm,:讲一下我对香港法律市场的看法吧，我自己没在那边工作，所有信息都是靠新闻和道听途说。首先是IPO这块，中概股去美股IPO因为各种原因停滞不前甚至开始退市，这方面带来的股债发售和后续合规业务会大打折扣，而且昨天据彭博消息，PCAOB又回到了香港调查美股上市公司了。短期之内这块是看不到希望了。其次是房地产业务。很多朋友之前做的房地产发债业务，据说恒大又叫永远大，永远在发债，发的债数量永远都很大。然后啪的一下，这个业务也青黄不接了。再说投行这块，高盛把香港的Asia Banking Team都裁了，Morgan Stanley没有明着说但是全球三千人大部分是亚洲区，UBS和CS自身难保，各大基金都在裁香港的equity research team。有一些律所在前两年的时候疯狂全球扩张，其中也包括了新加坡和香港办公室。在香港和内地的外所盈利模式也不一样，有的可以自负盈亏，那合伙人压力就没有那么大，有的和全球办公室挂钩，几年业绩不好或者收不上来帐的话还是会有被砍掉的风险的。,2023-07-07 22:40,96,30,0,,,
Nn9pSy2yY,https://weibo.cn/comment/Nn9pSy2yY?uid=5115269913&rl=0#cmtfrm,中国电视剧：女主本科毕业在大城市月薪三千住高档公寓两室一厅。Netflix电影：女主哈佛毕业在花旗高盛投行做过以后跳槽去买方做两年analyst，升了PM，和同为买方工作的男友一起住chinatown破旧一室一厅早上4:30起床坐地铁去上班。我一个也理解不了 🥲  ,2023-10-10 06:17,252,28,19,,,
NqBa3tMQv,https://weibo.cn/comment/NqBa3tMQv?uid=5115269913&rl=0#cmtfrm,:早上朋友跟我讲，自己认识的又一个高学历人去做塔罗牌咨询和能量治愈师了，咨询内容包括“我想在年底升职加薪””暗恋的人不喜欢我怎么办”。感叹这群人好懂啊，先制造焦虑，“我十八岁年薪百万” ”没法想象三十岁还没做到合伙人的人生”，再消费焦虑，告诉你“焦虑是不对的你这么多负能量不行，你要给我消费消解那些焦虑，你看我就不焦虑因为我很自洽”。硬生生创造出来一条产业链。,2023-11-01 22:25,146,26,2,,,
NvoZJCHUf,https://weibo.cn/comment/NvoZJCHUf?uid=5115269913&rl=0#cmtfrm,纽约客这个30 most disappointing under 30也太精准打击了… 基本上涵盖了我的家庭和朋友圈现状   [组图共3张] 原图 ,2023-12-03 12:39,82,26,6,,,
NrmhtrJ8W,https://weibo.cn/comment/NrmhtrJ8W?uid=5115269913&rl=0#cmtfrm,:怎么给币圈诈骗犯SBF洗白，Michael Lewis的新书going infinite我替大家读完了。山姆的父母把自己的房子做了抵押，从监狱里保释出了自己的儿子。他们已经没有钱请保安保护自己的儿子，于是从德国买了一只牧羊犬。那只德国牧羊犬可以听指令攻击人，甚至能把人咬死，但它只听得懂德语，而山姆是整座房子里唯一不会说德语的人。”我总觉得有一天会有可怕的事情发生，山姆和那只本应该保护他的狗，他们无法沟通。“山姆·班克曼-弗里德在2017年创建加密货币量化交易公司Alameda Research，2019年5月创办数字资产衍生品交易平台FTX。2021年被福布斯评为全球30岁以下最富有的人，身价45亿美金。2022年11月，FTX传出破产，就有消息指出，山姆过作假帐的方式，将FTX的资金秘密转移至自身的私人公司Alameda Research。2022年12月12日，山姆在巴哈马被捕。迈克尔·路易斯抢在山姆庭审开庭前几天把这本书《going infinite》发售出来，同时配合了纽约客上催人泪下的”我和我的儿子一刻不能分离“高知父母真情流露，你就不得不产生了”这都能洗白“的质疑。如果是从洗白的角度来说，路易斯这本书做的还是很成功的。这本书从山姆的童年开始讲起，他在斯坦福校园长大，从小就展示出了过人的智商和典型书呆子的不善交际特质。直到去了数学训练营，他才终于发现了许多和自己志同道合的朋友，他们的思想趋近极度理性，不怎么关注人类的情感和人际交流之间的面部反应，喜欢互相出谜题解智商题。等山姆去了jane street了以后发现这个地方很适合自己，因为每天的工作都是在解谜，还可以赚很多钱。这时候山姆接触了一个哲学概念叫”有效利他主义“。首先，他们理论上来是非常无私的，领头人物彼得·辛格说，“如果我们有能力去阻止某件坏事发生，而且采取这个行动并不会造成我们牺牲什么，或比起那件坏事而言，轻如鸿毛，那我们在道德上，就有义务去采取行动，阻止这坏事发生。”山姆在其他有效利他主义人和他科普了屠宰场动物受到的伤害以后直接变成了素食主义者，即使他很爱吃肉。其次，他们的衡量标准是”拯救了多少人的生命“，因为这个衡量标准很有效。所以你如果很有能力的话，你应该去赚足够多的钱来买资源给非洲的小孩，而不是自己花很多时间做义工。在路易斯的叙述里，山姆的所有行为都是建立在有效利他主义的基础上。比如说他在jane street工作的时候会把大部分奖金捐给慈善组织让他们拯救其他人的生命，后续离开jane street也是和其他的有效利他主义者一起，为了让自己的收入最大化，赚最多的钱来拯救生命改变世界。而他们最初的投资人也都是这些有效利他主义者们。再比如说FTX“下落不明”的一大部分资金都去了政治捐款中，山姆对党争并没有兴趣，他关心的是更“宏大”的人类生存议题，比如全球性流行疾病的预防，比如小行星撞击地球的可能性。他为此可以出很多研究基金，也可以捐很多钱给支持他议题的政客参与 选举，同时也会积极和国会议员开会交流。整本书就是基于这一个“他人还怪好的嘞”的大基调下进行的叙述。他想要改变世界，所以想要赚很多的钱来达成目标，而因此采取了高风险的策略，最后失败了——但他的初心是好的。书里还有一个让我很不适的点就是，路易斯强调了很多山姆前女友卡罗琳的恋爱脑故事，比如给山姆写了很多“情书”告诉他自己迷恋他，山姆在理性分析他们之间关系的时候，她就特别痛苦无法好好工作。卡罗琳还非常想要山姆公布他们的关系，但是山姆觉得这样会影响同事之间的关系。卡罗琳作为美国检方最关键的证人之一，路易斯在书中创造出一副“她除了谈恋爱什么也不会”的形象，为了什么也不言而喻了。整个庭审过程中，山姆自己的辩护策略和证词和路易斯想传递出来的信息如出一辙：我很聪明，但我对经营公司没什么经验，所以底下的人/我的前女友/我的好朋友都骗了我，我以为我们在做好事情，但没想到他们闹出那么大的漏洞来，我有错，但我没有在诈骗。2023年11月2日，纽约法院的陪审团极速出结果，“你这个诈骗犯在监狱里度过下半辈子吧！”在FTX破产以后，很多山姆的员工因为太信任这个平台把自己一辈子的积蓄放进去，血本无归。甚至还有亚洲的员工被困在香港，买不起一张飞回家的机票。有人问山姆，你想过你做这些事情的时候，对这些人造成的后果吗？山姆很困惑，因为他无法和其他人共情，他无法理解有什么好痛苦的。就像他无法和德牧交流一样。,2023-11-06 22:23,57,21,6,,,
