wid,weibo_link,content,img_urls,location,publish_time,publish_tool,like_num,forward_num,comment_num
N5pKKAeAg,https://weibo.cn/comment/N5pKKAeAg?uid=7770920737&rl=0#cmtfrm,":可能我本身是学语言出身的，所以关注这方面多点。我们中国人好多真的羞于说外语，总在担心自己的发音是否地道，语法是否准确。来看看德国人吧：1⃣️.我们有一节数学tutorial是用英语上的，上了之后我才发现，我很多德国同学不知道derivative这个词，但是这并不影响他们问问题，他们会直接：the derilalal（随便囫囵吞枣一个音），我们tutor完全能懂2⃣️.我的德国同学问我数学题：I have a question, und zwar…3⃣️.有此在图书馆一个德国男生想要我们旁边的桌子：can I den Tisch have虽然德语和中文差很多，对于德国人和中国人来说学英语也不完全是同一个事情。但是重点是语言就是工具啊！只是工具而已！大胆让它为你所用",2023-06-15 14:47,287,21,14,,,
NaW4KrYcf,https://weibo.cn/comment/NaW4KrYcf?uid=7770920737&rl=0#cmtfrm,:我出生的地方女孩成长三件套：家庭暴力、校园暴力，外加性侵犯。一件也没少发生在我身上。我不会讲细节，咀嚼这些只会削弱自己并且使施暴者更加猖狂。我想说的是，如果这些事情也发生在你的身上，要愤怒，要反击，但是不要羞耻。不是因为你有问题才遭遇了不好的事情。同时你比所有的这些暴力行为都强大，它们不会打倒你。也不要为了当年的你没有保护好自己而自责，保护那个时候的你的责任属于你的监护人，属于这个社会。最后我朴素的心愿是，但愿有一天我们能一起建设出一个再也没有女孩子需要经历这一切的社会吧,2023-07-21 22:15,134,19,9,,,
NdjcorIaY,https://weibo.cn/comment/NdjcorIaY?uid=7770920737&rl=0#cmtfrm,感慨：人生真的就是不断自我挣扎和救赎的过程，你想往哪里走你的终点就在哪里。全部取决于你自己  ,2023-08-06 12:48,72,18,2,,,
NxkKOFlCq,https://weibo.cn/comment/NxkKOFlCq?uid=7770920737&rl=0#cmtfrm,#40岁以上姐姐分享的人生建议#实话实说，活了一辈子都不知道自己性器官是啥，妇科病来自哪里的人都不配给我们年轻女孩提建议。  ,2023-12-16 05:31,272,15,34,,,
NoJlH6e9C,https://weibo.cn/comment/NoJlH6e9C?uid=7770920737&rl=0#cmtfrm,来看看宇航员，女性果然不管上天入地走到哪里都是彼此事业好伙伴🥳  [组图共2张] 原图 ,2023-10-20 15:36,87,15,0,,,
Nxow1oLTp,https://weibo.cn/comment/Nxow1oLTp?uid=7770920737&rl=0#cmtfrm,#40岁以上姐姐分享的人生建议# 再来一句就是你们连同工同酬都没给我们争取来 SHAME  ,2023-12-16 15:06,124,14,8,,,
NuR92fy7N,https://weibo.cn/comment/NuR92fy7N?uid=7770920737&rl=0#cmtfrm,活着浓缩起来无非就是：休息的时候休息，运动的时候运动，快乐的时候尽情享受快乐。剩下的时间就去把事情做了，不要附加太多情绪价值，去做就行了。事情都是有解决办法的，一点一点去做就可以做完。用尽全力也解决不了的事情那就接受事实。但是在目前这个人生阶段很难有这样的事情so  ,2023-11-29 22:28,51,14,0,,,
Ny4PT16kO,https://weibo.cn/comment/Ny4PT16kO?uid=7770920737&rl=0#cmtfrm,男的 到处偷  [组图共5张] 原图 ,2023-12-21 02:50,44,14,1,,,
M2AKBlgDz,https://weibo.cn/comment/M2AKBlgDz?uid=7770920737&rl=0#cmtfrm,我26岁的夏天，每一帧我都非常喜欢。 瑞士  显示地图 [组图共9张] 原图 ,2022-08-25 02:31,318,14,28,,,
NsQZTuDVq,https://weibo.cn/comment/NsQZTuDVq?uid=7770920737&rl=0#cmtfrm,“@粉白桃呀:女童是可以放在海边的，男孩厕所和澡堂都不能单独去的”这是我今天最让我想炸地球的一句话  ,2023-11-16 18:25,76,13,5,,,
NhufhePxq,https://weibo.cn/comment/NhufhePxq?uid=7770920737&rl=0#cmtfrm,分享图片  [组图共9张] 原图 ,2023-09-03 00:16,208,13,26,,,
M4EHZuHbn,https://weibo.cn/comment/M4EHZuHbn?uid=7770920737&rl=0#cmtfrm,:我的妈妈是我外婆的女儿。她们很少能说上话，因为我的外婆要伺候外公和所有的后辈，我的妈妈要伺候她的老公还有她的孩子。她们没有时间思考自己有什么感受，她们没有时间交流彼此的想法。她们不被允许有自己的想法。从小到大我只记得三个她们母女说话的场景。一次是我很小的时候，我妈妈和我外婆吵架，事情的由头和经过我都不记得了，我只知道她们吵的很凶，我妈妈很不开心，我外婆并不知道我妈妈为什么不开心。我外婆也不认为我妈妈开心是一件重要的事情。还有一个场景我没有亲眼见过，是我妈妈讲给我听的。她放学回家的路上，裤头的扣子掉了，回过头去找，刚好遇上干活回来的我外婆。我外婆说，好啊，送你去读书，你就这样在外面疯玩。所以我妈妈后来不读书了，出去赚钱帮外公家在村里盖新房子。去年回去，房子快要塌了。那块地也没有我妈妈的份。因为她是嫁出去的女儿。再后来，只要我在老家，我每天都会去外公外婆现在住的地方玩。舅妈的妈妈也住在不远处。每次舅舅舅妈买鱼或者买一整只鸡要拿去舅妈的妈妈家的时候，就会先拿到我外公外婆这里，让他们杀鱼，处理鸡内脏。我外公年轻的时候，在农村从来不干活。我外婆挑着重重的两桶大粪走在前头，他就在后面两手空空跟着。因为我外公是老师，拿着工资，所以外婆一直觉得自己是没有价值的那个。哪怕她生育了四个孩子，每天都要照顾全家人的饮食起居忙碌了一辈子。现在外公老了，退休了，也帮着干活，和外婆一起，杀鱼，杀鸡。有一天我妈妈也来了。她看到我外公在干活，非常不开心。她说，我爸爸身体很不好，你身体这么好，为什么要让我爸爸干活，为什么你自己不多做一点呢？我觉得很不舒服，你为什么要对我外婆这么凶啊。我妈妈说，你知不知道你外婆从四十岁开始就再也没有下地干过活了，这一辈子过得不知道有多么轻松。而我四五十岁了还要不停工作，不工作就要担心没饭吃。我说那能怪我外婆吗？每次我妈妈数落我外婆的时候，我外婆都咬紧嘴巴一句话也不说。她反复告诉自己，这是我的女儿，这是我的女儿，被女儿说几句没关系。她说我就是一个什么都不懂的农民。这也是我外公这么多年来一直告诉她的。告诉她你的一辈子就是为了你的儿子，现在有了孙子，就是为了孙子。女儿嫁出去了，那就是外人，她想说什么就让她说去吧。科学研究告诉我们，X染色体上的遗传物质才是最稳定的。也就是说无论从哪个角度，外婆妈妈女儿都应该是这个世界上最亲的三个人。可是这三个人却各自顶着不同的姓。如此遥远而陌生。我感受到我外婆早被我外公抢走了，去为我外公的后代奉献了一辈子，我爸爸用同样的方式抢走了我妈妈。这一条线上孤零零只剩下我一个。,2022-09-07 16:16,44,12,0,,,
NvcIv9A4k,https://weibo.cn/comment/NvcIv9A4k?uid=7770920737&rl=0#cmtfrm,活了一辈子也不告诉年轻女孩妇科病来自纳入式性行为，不纳入就不会有妇科病。以及你的高潮也并不通过纳入式性行为得到。让一代一代继续裹挟在谎言里。这本身就是一种恶  ,2023-12-02 05:23,126,12,11,,,
NuXxHB0kl,https://weibo.cn/comment/NuXxHB0kl?uid=7770920737&rl=0#cmtfrm,你觉得身为男人不好，死得太早又没多重高潮还25岁就开始ed还智商不行，所以你们从秦始皇时期就开始炼丹，所以至今国内每年销量最高的产品是伟哥，所以到处降低录取分数线，并且篡改抄袭女人的成就。即便如此还是死得早又人人ed，降分两百录取仍然还是比不过女的。我们女的管这种叫做天残。  原图 ,2023-11-30 14:45,121,11,9,,,
NtuU95a0i,https://weibo.cn/comment/NtuU95a0i?uid=7770920737&rl=0#cmtfrm,#纳入式性行为真的有必要吗#女权博主天天科普跟没发生过一样，男博主一科普就上热搜，我真的笑死了。听男的讲妇科知识我非常膈应，膈应死了！  原图 ,2023-11-21 00:01,387,11,34,,,
N0zZkAfLl,https://weibo.cn/comment/N0zZkAfLl?uid=7770920737&rl=0#cmtfrm,最后母亲节一个科普，其实当妈妈在姥姥的肚子里的时候，咱们就已经作为卵细胞在妈妈的身体里了。所谓三位一体这就是最亲的关系。只不过父系婚育下多少不喜欢小孩的女性也被逼着生小孩，造成无数人的人生悲剧  ,2023-05-14 19:38,190,10,0,,,
Nlo08pPbc,https://weibo.cn/comment/Nlo08pPbc?uid=7770920737&rl=0#cmtfrm,:我来继续胡说八道，我觉得人类女性失权的三大体现是：1.怀胎十月冒着1/5000死亡风险生下来的孩子不跟自己姓；2.阴蒂作为人体唯一一个快感器官，可以重复高潮并且不会衰老，但是不使用；而是在没有高潮的情况下边染病边用没有神经的阴道满足男人的性欲；3.女孩子不争钱不争权但就是要美丽。而观赏价值明明属于物品。不要让下一代女孩也出生成长在这样的环境里。,2023-09-28 15:44,69,10,5,,,
NxgcvdhaC,https://weibo.cn/comment/NxgcvdhaC?uid=7770920737&rl=0#cmtfrm,:事情的最终后续来了：我们老板要开除他。不得不说，男老板对这样的事情并不能共情。今天我们是三方在场，我，老板，还有一个博后姐。对于我男老板本人来说，他觉得这并没有构成太大的侮辱。但是是否觉得被侮辱了是完全取决于我的，所以这个男同事要被开除了。我最想说的是我们秘书姐姐（五十来岁了），她真的好好。她说你做的事情非常正确，非常勇敢，女性就是被沉默太久了。在我们那一代哪怕被男人在职场上摸了屁股也要被要求沉默，我希望你们年轻一代的女性不要再在这样的环境里。所以她刚刚告诉我，她事先给我们老板做了prep，意思是我是完全有权利这样去做的，让他不要朝我发火（因为她也知道男老板并不能共情多少）。刚刚秘书姐姐没有在场，事后她问我，你觉得自己被完全理解和听见了吗，我说其实也并没有完全,2023-12-15 17:56,122,9,17,,,
Mmw1kCegh,https://weibo.cn/comment/Mmw1kCegh?uid=7770920737&rl=0#cmtfrm,散步的时候看到一家很漂亮的花店，可惜关门了。朋友跟我说疫情刚开始全球lockdown的时候，花店无人问津，鲜花滞销，于是苏黎世政府原价把所有花店的花都买了下来。那段时间苏黎世街道上大大小小的喷泉里全是鲜花  ,2023-01-03 03:15,59,9,2,,,
Nw60IxTXE,https://weibo.cn/comment/Nw60IxTXE?uid=7770920737&rl=0#cmtfrm,祝大家人生中所有的困境都是虚惊一场（首先祝我自己） 永远逢凶化吉 触底反弹 绝处逢生  ,2023-12-08 02:09,78,8,4,,,
NtESqA2wH,https://weibo.cn/comment/NtESqA2wH?uid=7770920737&rl=0#cmtfrm,只能说一个人越早认识到男的是自己的竞争对手，而不是亲亲爱人，这个人就能越早远离一切痛苦，心理、生理，以及经济上的，一切痛苦  ,2023-11-22 01:24,64,8,2,,,
NjpWoog3u,https://weibo.cn/comment/NjpWoog3u?uid=7770920737&rl=0#cmtfrm,我最近冲浪看到的两句最喜欢的话：1.“身为女子，连生命都能孕育出来，还怕什么没有故土，只要我们想，在哪里我们都可以开疆辟土”2.“Gender就是一场盛大的表演，我决定不当那个提线木偶了。”  ,2023-09-15 16:59,51,7,8,,,
NvJBghxla,https://weibo.cn/comment/NvJBghxla?uid=7770920737&rl=0#cmtfrm,#当一个成年男性决定坐下小便#本来想说连白男都知道坐下尿尿，国男居然不知道坐马桶，大概率是种残疾8⃣️。后来想想算了我又不找男的，谁找谁受着吧  ,2023-12-05 17:06,280,7,51,,,
N0AYnuqZS,https://weibo.cn/comment/N0AYnuqZS?uid=7770920737&rl=0#cmtfrm,:只是真的很遗憾 妈妈你的妈妈不爱她自己 你的妈妈不爱你我的妈妈不爱她自己 我的妈妈不爱我她的人生是为丈夫儿子铺就的垫脚石你的人生是为了丈夫儿子燃烧的火把没有人告诉过你们 付出不是得到爱的前提没有人告诉过你们 被爱并不需要任何条件没有人告诉过你们 成为母亲只是选择之一但是不用担心一切都将在我这里结束,2023-05-14 22:09,47,7,0,,,
NxaBKjBkK,https://weibo.cn/comment/NxaBKjBkK?uid=7770920737&rl=0#cmtfrm,….男的负责不干人事 女的负责退一步海阔天空 这就是你们建设社会的方式 只能说都是应得的  [组图共2张] 原图 ,2023-12-15 03:42,171,7,20,,,
Nd4hDgmLo,https://weibo.cn/comment/Nd4hDgmLo?uid=7770920737&rl=0#cmtfrm,:时隔太久再重新读第三本，很多地方都让我觉得：不愧是莉拉啊。哪怕在香肠厂每天没日没夜干苦工赚取微薄薪水，她也觉得跟从前过受制于丈夫的富太太生活相比，自己内心更有力量。在险些遭遇强奸的时候，可能新婚之夜就被前夫强奸以及后来总是挨打的经历令她PTSD，第一反应整个人断片，并且担心自己会被谋杀。但是很快她清醒了过来，攻击了男人的面部和裆部（很重要），击跑了罪犯。而莉拉本身不过是非常瘦小的一个人。我觉得这是我如此爱四部曲的很大一个原因。在这里我看到了女性最本真的样子，那就是最底层的生命力，无论被男权社会扔进什么沼泽地里都能奋起反击，实现自我救赎。我们是能创造生命的人啊，我们自然是生命力本身。 🏷️#永恒的那不勒斯#,2023-08-04 22:50,59,7,2,,,
Mowugra79,https://weibo.cn/comment/Mowugra79?uid=7770920737&rl=0#cmtfrm,:我妈是为了生男孩，堕过两个女胎的。不要来扯这是什么自由选择，那不叫选择，ABC三个选项让你任选其一那叫选择，她从来没有被给过另一种可能，要么就结婚要么就不结婚那不叫选择。如果她二三十岁的时候，有人告诉她，就算她任劳任怨一辈子，堕两个女胎，挨了一辈子的打，打不还手骂不还嘴，她的老公还是不把她当人看，还出去嫖娼使她HPV感染，她还会走上这条路吗 也不要说什么她有局限性她可怜，我妈不可怜。我两个被打掉的妹妹才可怜。我被带到这样一个世界上才可怜。我妈作为一个成年人从头到尾都可以做选择走另一条路，在每一个可以做选择的时候她都选择了放弃。我听到局限性这三个字就想笑，一堆人凑到一块挤破脑袋想出这么三个字就散了，然后呢？那么然后呢？就让一切继续吗？这不是她的自由选择，这不是她的局限性。这是有人刻意切断了她那部分的信息来源，有人刻意不让她知道婚姻制度的真相。是有人刻意把她打造成了牺牲品，如同无数个其他女人一样我怎么能不恨啊。我恨母与女之间的联结被人为切断。我恨母不被当人，女也不被当人。当我妈妈还在外婆肚子里的时候，我就已经作为一颗成熟的卵子存在在妈妈身体里了。可是我们三个被切散的好远。女性继承的线粒体遗传如此稳定，我们原本应该是世界上最亲近的三个人啊。如今我只能每次午夜梦回的时候不断安慰自己，如果灵魂是自由的，又如何能规定谁爱谁。既然妈妈不爱我，那我也不需要去爱她我的人生不是悲剧，但是我的人生充满痛苦,2023-01-16 08:07,55,7,10,,,
Nj1i3gcyh,https://weibo.cn/comment/Nj1i3gcyh?uid=7770920737&rl=0#cmtfrm,两件事情：☝️我能在这么小的年纪就意识到要反婚反孝反性缘关系 我真的是极其幸运的人 要保持谦卑并且一直带着勇气和这份运气好好过完我自己的一生 ✌️学CS真的很快乐！真的很快乐！🤙关关难过关关要过  ,2023-09-13 02:14,69,7,9,,,
NhrpV9diJ,https://weibo.cn/comment/NhrpV9diJ?uid=7770920737&rl=0#cmtfrm,:之前有人问我在国外怎么融入。我说我在国内也不融入。很明显我在哪里都是彻底的异乡人。所以这样的问题对我根本不存在。其次，我在德国有一起吃饭或者一起学习的玩伴，交朋友很轻松。你说我德国人在一起的时候每个话题我都能接吗？肯定不能啊，文化背景太不一样了。但是又如何呢？只要讲的内容有趣，我在旁边听这些东西本身也挺好玩的同时也不是每个我的话题他们都能接得上，就算是中国人，我的话题你也不一定全部能接上啊。重点从来就在于内容而不是用的哪一种语言。由于成长经历和兴趣爱好的不同，和每个人都聊得来是不现实并且也没有必要的。我没有压力是因为我的目的不在于交朋友。我的目的在于尽量开心过完我的每一天。有能相处得来的志同道合的人自然而然就会成为朋友。交朋友从来不应该是目的，而是附加的结果。说到底人生本来就是孤独的,2023-09-02 17:04,73,7,2,,,
Nk2QfE91T,https://weibo.cn/comment/Nk2QfE91T?uid=7770920737&rl=0#cmtfrm,当你有了主体意识拿回自己的主权之后你就会发现一切都很快乐。你的边界不可触碰不能践踏，别人必须在你定下的边界外和你来往。一切都既舒服又自在。不管走到哪里你都是你这方领土的主人。就从向一切你喜欢对你有益对你有利的事情说我想要，对一切拖累你的人和关系和性行为说不开始吧  ,2023-09-19 20:01,44,7,1,,,
NsA0Zxg0l,https://weibo.cn/comment/NsA0Zxg0l?uid=7770920737&rl=0#cmtfrm,:说到月经杯的清洁问题让我想到一件事情。有一个习惯是我来德国之后跟德国人学的：就是内裤也扔公共洗衣机里洗。一开始我真的不能接受，事后想想，90度的水+消毒剂+烘干，确实是比我的手厉害多了。由此不禁想到，国内基本不能接受机洗，大家在考虑内裤怎么洗更干净这很好。但是怎么男人的排泄器官说纳入就纳入了呢……多脏啊……,2023-11-14 23:11,108,6,10,,,
NhgZreF0R,https://weibo.cn/comment/NhgZreF0R?uid=7770920737&rl=0#cmtfrm,我妈刚刚跟我说我和我爸都是她最亲的人….我爸拿什么和我比啊？我才是和你血肉相连的人啊？女的失权失到自己肚子里出来的孩子都没法跟自己姓的地步，还要认一个跟自己毫无血缘关系的男的是自己最亲的人。我真的非常想吐，真的想吐  ,2023-09-01 14:32,29,6,4,,,
Nx9v2d7cR,https://weibo.cn/comment/Nx9v2d7cR?uid=7770920737&rl=0#cmtfrm,虽然我确实挺努力的吧，但是我绝对不是那种拿身心健康来换取成果的人。对于我来说，我努力的结果也是为了自己健康快乐的生活。既然我每天的必经站就是我的终点站，实在是没有必要把自己逼到身心俱疲的地步。换句话说，该躺平时就躺平，学会放过自己很重要  ,2023-12-15 00:52,42,6,4,,,
NftQG2dV8,https://weibo.cn/comment/NftQG2dV8?uid=7770920737&rl=0#cmtfrm,人生是旷野啊！  [组图共9张] 原图 ,2023-08-20 19:35,83,6,14,,,
NwO6ReNXd,https://weibo.cn/comment/NwO6ReNXd?uid=7770920737&rl=0#cmtfrm,高潮的时候到底分泌的是什么物质，真的好快乐。我很少因为荷尔蒙而想要做爱，我基本上都是因为高潮的感觉实在太好了。尤其是如果我大白天状态不好的话，我就会去自慰，性高潮可以给我的大脑带来百分百的满足感，接着我就能继续干事情。妈呀多多少少感觉有点治病的味道。anyway感谢阴蒂感谢  ,2023-12-12 18:25,47,6,4,,,
Ne4Krq2qA,https://weibo.cn/comment/Ne4Krq2qA?uid=7770920737&rl=0#cmtfrm,:我突然发现我确实是遇到困难越挫越勇的人。我没有办法逃避我生活中出现的问题。想到解决方案我整个人就会兴奋，充满干劲。要确定事情能解决我的心才可以落地。不过面对人际关系时除外，我的精力太有限了，对于我来说人际关系实在没有重要到来让我花心思的地步，所以能逃就逃（🆘德国确实是各种层面都很适合我,2023-08-11 13:51,33,6,6,,,
NvSn9bWR9,https://weibo.cn/comment/NvSn9bWR9?uid=7770920737&rl=0#cmtfrm,今天再点开发现小红书文豪姐妹那篇笔记居然被删，那我来复述一遍：女人国家意识要放在性别意识前面，所以你没有力气搬不动东西你要说中国人没有力气，你学不会数学要说中国人就是不会数学  ,2023-12-06 15:26,102,6,8,,,
NdvDLfDZc,https://weibo.cn/comment/NdvDLfDZc?uid=7770920737&rl=0#cmtfrm,不要跟我说“我这样也美”“我那样也美”，对于我来说，我看起来美不美根本不重要。我并不一定要美。我根本不想被看、被评价。我不讨厌美，不反对美，我讨厌被评价，我讨厌一定要美。  ,2023-08-07 20:28,47,5,1,,,
NgZVPpYFq,https://weibo.cn/comment/NgZVPpYFq?uid=7770920737&rl=0#cmtfrm,:我的妹妹跟我讲她要结婚了，跟我说她终于也要有自己完整的家。我的妹妹的妈妈在她十岁那年就去世了，她爸爸带她来我们家，她想要我带她玩。我很不耐烦，我只想自己玩。她从小就很聪明，每天跟在我屁股后面。有一段时间我沉迷拿塑料糖纸折星星，于是她就跑去垃圾堆里给我找纸。她是所有大人最喜欢的小孩，因为她聪明可爱反应敏捷。初中的时候她跟我讲自己作为班长如何把班上的男生管的服服帖帖甚至是吓到不敢动弹。后来我失去了家里的消息。后来我才知道她高考考的并不好。后来她谈恋爱，接着今年她要结婚了。我跟她说要一直幸福，我会给你们带礼物。我是真心希望她过得幸福。就像我失去外婆失去母亲那样，我也失去了妹妹。,2023-08-30 19:06,92,5,11,,,
MsSCHxVEO,https://weibo.cn/comment/MsSCHxVEO?uid=7770920737&rl=0#cmtfrm,19年春节 埃及 阳光造就的一场永恒的梦  [组图共9张] 原图 ,2023-02-13 23:49,68,5,6,,,
Ny0HMmScu,https://weibo.cn/comment/Ny0HMmScu?uid=7770920737&rl=0#cmtfrm,#假装高潮是人类特有的吗#…挺无语的，高潮不重要，但是是一定要陪男的做爱让男的高潮的。冠姓权不重要，但是孩子要跟爹姓的。反正就是跟女的有关的一切都不重要呗  ,2023-12-20 16:19,185,5,19,,,
NyiQqcR5R,https://weibo.cn/comment/NyiQqcR5R?uid=7770920737&rl=0#cmtfrm,:人与人之间的互相吸引本来就是这个世界上最美丽又纯粹的事情。不受地域种族限制，也不受年龄和语言的影响。甚至时间维度在真挚的感情前都消失了。而把这样的感情归结为爱情实在是非常狭隘。（我并不认为男的之间可以有如此纯粹又多样且深刻的感情）所以在我看来爱情一说的存在实在是大大贬低了女性之间的联结。再往前说一点，爱情两个字都是洗脑女的给男的付出罢了,2023-12-22 14:30,35,5,3,,,
NtLf41Ouv,https://weibo.cn/comment/NtLf41Ouv?uid=7770920737&rl=0#cmtfrm,我非常喜欢自己的女性身份，我的大脑，我的身体，还有我的阴蒂。作为人体唯一一个专为快感而生的器官，阴蒂总在被忽视，要专门拎出来夸夸。感谢我的阴蒂，让我曾经半个小时连续高潮了七次。并且快感一次比一次强烈，呈指数级增长。最后我感觉仿佛洪荒毁灭，整个宇宙在我的胯下重生  ,2023-11-22 17:36,80,5,7,,,
Ny1z6EA6F,https://weibo.cn/comment/Ny1z6EA6F?uid=7770920737&rl=0#cmtfrm,#假装高潮是人类特有的吗#besides我想说众所周知爱男不是性取向 而是一种价值取向  ,2023-12-20 18:31,58,5,0,,,
NqIx5i6wC,https://weibo.cn/comment/NqIx5i6wC?uid=7770920737&rl=0#cmtfrm,最后我再奉劝某些科研鬼理中客一句：平常跟女性身体和性快感相关的研究没人去做，否则怎么女宇航员上天一开始连宇航服都没有，怎么全球女的都在演高潮84%的女的从未高潮过？现在终于有人站出来说实话你来拿我没有研究来堵我嘴巴？我看你真是小肠串肛门串出脑膜炎了  ,2023-11-02 17:11,60,5,1,,,
Nb5Ck9Dwf,https://weibo.cn/comment/Nb5Ck9Dwf?uid=7770920737&rl=0#cmtfrm,从我出生的那一刻就替我做了选择，你是女孩所以你属于粉色（而蓝色属于小男孩）；又在我成长的过程中不断告诉我，你应该讨厌粉色，因为这太女孩了。因为所有太女孩的东西都是不好的东西。我想说可去你爹的。感谢芭比，欢迎粉色回来，所有的颜色都该属于我才对  原图 ,2023-07-22 22:33,48,5,3,,,
NkDg7sHad,https://weibo.cn/comment/NkDg7sHad?uid=7770920737&rl=0#cmtfrm,人没有办法控制自己的想法很正常 但是你可以控制自己的行为 区分什么事情值得做什么不值得 区分什么样的事情做完后果你无法承担 区分什么对你的生活真正重要 什么不值一提 对于真正重要的事情 那你就反过来 用你的意志带领自己去行动  ,2023-09-23 16:44,27,5,2,,,
NrXzOudDZ,https://weibo.cn/comment/NrXzOudDZ?uid=7770920737&rl=0#cmtfrm,男的从来不担心自己不能让女的高潮女的还会不会愿意继续和自己做爱 女的却要担心如果自己为了快乐和健康考虑不和男的插入男的会不会愿意能不能得到满足 怎么说呢 这性缘关系模版从一开始就是不平等的 从来就在请君入瓮 我要这一切有何用不是为我设计的游戏我不要玩  ,2023-11-10 21:20,54,5,8,,,
