wid,weibo_link,content,img_urls,location,publish_time,publish_tool,like_num,forward_num,comment_num
KAAw9ajjc,https://weibo.cn/comment/KAAw9ajjc?uid=6905777761&rl=0#cmtfrm,老是呼吁女人要清醒的，我觉得，你才需要清醒吧都这么多次了，你还觉得她们都是太天真所以上了男权的当吗？为什么就不能正视很多女人不是蠢，只是单纯的坏和恶的现实呢。  ,2021-09-30 18:57,272,32,7,,,
KtSSHpOs8,https://weibo.cn/comment/KtSSHpOs8?uid=6905777761&rl=0#cmtfrm,:看到有友邻说为什么恋男脑的女人都能有对她很好的闺蜜，自己明明努力得对女性朋友好却总是受伤害。换个视角，你愿意和一个恋男脑的女人做闺蜜吗？一个女人明知道她的闺蜜是恋男脑还要对她好，那么这个女人是个什么样的人？很有可能就是另一个恋男脑。婚女互助是一直都存在的。婚女聚在一起开茶话会吐槽，和老公吵架了就去找另一个婚女闺蜜；甚至大婆在网上云抓出轨，千万婚女站起来帮她锤渣男，这算不算women help women？婚女之间的联结是出于共同的价值观（恋男）和利益（互为对方后援）。在对方遇到渣男时伸出援手，本来就是婚女联盟存在的意义。我不羡慕这种联盟，是因为我不认可这种联盟赖以存在的价值观。一个对恋男脑闺蜜很好的女人，当这个闺蜜决心不再擦亮眼而且脱离性缘的时候，她未必会支持，也可能因为这闺蜜背叛了联盟的价值观而疏远这个闺蜜了。,2021-08-17 16:50,130,31,3,,,
L8TrfEsb2,https://weibo.cn/comment/L8TrfEsb2?uid=6905777761&rl=0#cmtfrm,:看到首页的媎妹们又在讨论女女性缘、女同的话题。正巧昨天有媎妹讨论非纳入式的性的问题，给了我一点灵感。首先，女同女权的根基是扩张“女同性恋”的概念。我曾询问过一位女同女权，对女人没有性唤起的女人只要与女性建立了良好关系是否就能算作女同性恋，对方给出了肯定的答复。那么我想女同女权首先不是要说服直女，而是先说服其她女同接受这件事：不与女人发生性关系的女人也可以自称女同。不要又一盆“装拉老逼”的屎盆子扣到非女同头上。我并不认为，女女之间发生了性关系她们的感情就变得卑贱了。只是，大众对“女同性恋”的定义就是以性行为、性欲为标准。所有对女同女权的质疑与反驳都因此而起。因此女同女权要做的是挑战这个定义。所以来到下一个问题：性是什么？不止女同，几乎所有流派的女权都在努力打破阴茎中心下的对“性”定义的垄断。大家都在说，非纳入式的性也是性。但我想问另一个问题：异性交合，算不算性？似乎没有人否认这点。无论再怎么扩张“性”的定义，却从未远离插入式的核心。所以就变成了搅混水：把会导致怀孕的行为与不会导致怀孕的行为对等起来。说“阴道是生育器官、纳入是生育行为”的时候，总有不少女人说自己从插入式中获得了快感。为什么要为插入式有没有快感而争论不休？有快感就是天然正义的？把不计后果、只图眼前之快的行为（性愉悦）和需要深刻长远的行为（生育）对等起来，是掩盖与推脱。我不关心插入的快感，我只关心插入的后果：会不会怀孕？当然，女同之间无论怎样发生性都不会导致怀孕。女同可以认为阴道也是性器官，女同可以赋予性更深沉优美的定义。但如果女同女权不与异性性交进行切割，那么女同女权对性的定义就无法辐射给所有女性。其实这一点不算太难，因为女同女权往往也持性别分离的立场。那么，切割了生育属性的性是什么呢？女同女权说，女女之间的情感是高级的，性在其中是点缀与调味，而非情感的发源与定义。那么这种至高的、纯洁的、深刻的爱是什么呢？其实作为正在思考生命与信仰的母权也很想知道这究竟是什么。还是只要是女女之间的感情就行了？以及还有最初提出的问题：怎样说服其她女同接受对女人没有性欲的女人，只要拥有了“对女人的高级情感”，就可以自称女同？这三个问题并不是对女同女权或女女性缘的反驳，充其量只是一点疑惑与思考。由于我个人还是觉得女同性恋的定义再怎么扩张，也不能抛弃性的本源。所以我对女同女权的思考也就到此为止了。但是我依然敬重在这条路上探索、建设的女性。,2022-01-02 14:23,74,31,12,,,
KtKO38gxA,https://weibo.cn/comment/KtKO38gxA?uid=6905777761&rl=0#cmtfrm,:我在想自己能够相对顺利得脱恋男脱性缘，其中一个因素是我不太喜欢看故事，甚至玩游戏也不爱看剧情。很多人都察觉出沉迷于二次元的人有脱离现实的倾向，但二次元只是把这种倾向发挥到了极致。生活里没有那么多drama和转折，没有bgm恰到好处得响起来，没有打光和特效，缺少表情管理的哭和笑一点都不优美。之前看到一个新颖的观点，说短视频的流行是因为996的加剧导致欣赏精力的下降，需要简单快捷的刺激来缓解精神疲劳。往大了说，讲故事的艺术一门独大也正是因为人的创造力被榨取或裹挟：想要享受任何一种讲故事之外的艺术，都有金钱、知识和时间的壁垒。看似毫无条件得让你享受了讲故事的艺术，实则付出了看不见也无法估量的成本：潜移默化间，你成为了故事创作者的思想奴隶；忍受虚构的美好与现实分离带来的痛苦。愿姑娘们都有勇气冲破迷障。,2021-08-16 20:17,71,28,5,,,
L8KNJnIub,https://weibo.cn/comment/L8KNJnIub?uid=6905777761&rl=0#cmtfrm,:上一条微博的评论区可以说是众生百态，大致划分为两种：谈判桌上的，和要掀翻桌子的。有女人说给我一千万我就生，有男人说生育就是一坨屎谁想买（不排除是砍价策略）不愿意做买卖的女性则面临另一个问题：被瓜分生育成果的问题。我注意到有一位女性很不满得表示，要求社会为生育女性的付出做出补偿怎么能算是卖孩子呢。不是抬杠，但我想到了之前看过一位法律专家撰文说，部分情况下，“儿童抚养权的有偿转让”不能算作“买卖儿童”。我大为震撼。说实话，我自己还没有能力解决这一终极难题。但是我会从自然里寻找这个问题的参考。看关于帝企鹅的纪录片，一对亲鸟，轮流忍饥挨饿，花上半年的时间才能在极寒的南极养活一个幼崽。然后呢？没有然后了，亲鸟会离开已经具备独立生存能力的孩子。不要说养老这种物质上的回报，就连不能折算成物质回报的情感回报都没有。因为帝企鹅在繁殖期之外是独居的；过了繁殖期，能不能认出自己曾经抚养长大的孩子都还是个未知数。每一年帝企鹅都会变更抚养伙伴。有一个单身生育的博主说，生育的意义，就是生育本身。生育就像太阳一样毋庸置疑，它就该存在，它赋予其它东西以意义，就像万物因它有光辉。其实这个回答我并不很满意，但帝企鹅应该也是这么想的。这些评论里我很喜欢的一条是：问生育的价值，怎么不问问生命的价值？这句话把生育和生命给关联起来。母权所说的女人之所以为第一性，也正是意指这种关联。或许女人在思考为什么要生育之前，先应该想明白自己为什么而活着。尽管我也还没有完全找到答案。,2022-01-01 16:24,79,26,8,,,
Kbsvyy67t,https://weibo.cn/comment/Kbsvyy67t?uid=6905777761&rl=0#cmtfrm,:#随笔#  打拳开智看到有姑娘说女权能开智，自己打拳之后变聪明了云云。我认为不是你以前不聪明，是以前你的思考能力被不断的否定、打压、贬低，导致畏惧思考，微小或重大的话题上都在做她人的复读机和追随者。很多经历过PUA的人回想起来，会发现对方的手段根本就不高明，甚至很蠢，但是身陷其中的时候就是没能识破。因为PUA不是以理服人，而是心理战；把对方的精神能量消耗到一定程度后，再愚蠢的话术都能起作用。人是被情绪左右的社会性动物。精神、情绪能量不是无源之水。男人获得情绪能量的办法是掠夺，也就是女权区一直批判的吸情绪。我认为情绪能量也来自深度、稳定的联结，并且在这种联结中能量是生生不息的，滋养这个联结中的每一个人。也就是母权区说的创生力。男身正因无法达成这种联结，只能单方面从母处获取，才需要去掠夺。如果从批判吸情绪走到批判联结，认为人与人之间的关系只有吸和被吸，其实是向男身看齐了。许多母系动物会与母女姊妹相伴一生，这是比性缘更加坚固稳定得多得多的联结；女性人类能够达成的联结，更是到了不分彼此，共生一体的程度。创造深度联结（亲缘）是女人的能力，我信任亲缘和女身的力量。,2021-04-18 12:36,71,24,2,,,
KgDjH6xXD,https://weibo.cn/comment/KgDjH6xXD?uid=6905777761&rl=0#cmtfrm,:#母权散步# 看了许多自然纪录片后，我发现母系雌性动物并不是全然地柔情脉脉。比如，象群迁徙途中需要过河，但是一头小象出于畏惧怎么都不肯下水，母象几次温柔劝导无果后，象群就抛弃了小象渡河走了。小象仍然不肯下水，象群也不会为了她一个回头；如果她不能克服自身的恐惧，未来很有可能就是被狮子杀死吃掉了。男权一直说，男是主宰，女是辅助；实际上这是因为他们发现无论如何都摆脱不掉女人，需要女人的力量，只好千方百计地打压女人降格女人。那么母权是女主宰，男辅助吗？事实可能更加残忍：子别连“辅助”的位置都不是，他们只是跟随；远古母权社会里女人宽容地允许子别跟随，跟不上的就令其自生自灭。就像象群，主导者仅仅为了追随者停下脚步，都已经是一种失格了。如果给追随者保留一个位置，即使最开始只是辅助的位置，也是丧权的开端。或许真正的母别，从来都是一手慈爱，包容，柔情；一手冷酷，残忍，绝情。一手杀戮，一手理性。一手执生，一手执死。缺失了任何一手的母别都是失格的。以摩梭族为例。摩梭族是女主男辅，关于死亡的事务由男人来打理：包括葬礼和杀生。实际上古欧洲母权神话，死亡也是女神的事务。摩梭族男人甚至有成人礼，这在母权社会是罕见的，是危险的前奏。明明是男性天然残缺，只有杀戮的一手而无止杀的一手，反而告诉她们女人她们只有那慈爱的一手，所以女人和男人谁也离不开谁。摩梭族让我们真实看到母系向父系转变时，男人以怎样乖巧服顺的面貌，哄骗女人放弃执死的一手。先是女主男辅，然而丧失了攻击性的母不过就是一团待宰肥肉罢了。之前女权区有过一个问题，如果自己女儿是驴怎么办。我想看完全篇，答案已经呼之欲出。先别急着说“我的女儿才不会做驴”，远古母别也坚定的觉得男儿不会叛乱。就像我此前说的，不是因为相信子别不会叛母所以不畏惧，而是相信母别保留有对付逆子的另一手所以才不畏惧。协调两种互相冲突的力量是不容易的事，但是我始终相信女人的天赋权能。,2021-05-22 13:19,77,24,6,,,
L1Y3tE8zY,https://weibo.cn/comment/L1Y3tE8zY?uid=6905777761&rl=0#cmtfrm,:最近琢磨“权利与义务”的说辞哪里让我不舒服，我倒不是对“尽责任”有什么意见，而是这套说法的语境是交易的。人的确是付出一些得到一些，但是这个过程是可以被量化、估价、进而“公平交易”的吗？权责是否对等，什么样的权利（如生命、健康、尊严）可以豁免义务，这些都是基于权责交易本质的伴生议题。难怪那么多根本没有社会学和哲学的人对“权利义务”这一套信手拈来，因为父权的本质就是万物皆可买卖，首先要买的就是女人的身体、尊严和劳动。,2021-11-18 01:16,61,22,9,,,
Kq81OkFvn,https://weibo.cn/comment/Kq81OkFvn?uid=6905777761&rl=0#cmtfrm,从弗洛伊德到所谓乡土文学，或阳春白雪或下里巴人，都要把性行为可见化、神圣化，把生命源头从生育偷梁换柱为性行为。然而性越是蓬勃旺盛的地方，越是弥漫森森死气#碎碎念#  ,2021-07-24 00:03,78,18,5,,,
KCP7FlBmd,https://weibo.cn/comment/KCP7FlBmd?uid=6905777761&rl=0#cmtfrm,:这个说法我是认同的，女权应该看到更广阔的天地是对的，但是“在小细节上抠得细”不是这部分女权者自愿的结果。什么意思呢，就是最初对女性着装和奶头乐提出批评的人自己都未必觉得这是个多么大不了的事，只是本着解构一切的精神，以小见大得分析一些男权社会的现象。令人始料未及的是这些“细枝末节”甚至在女权内部都触发了大规模的撕裂。确实一部分对奶头乐提出批判的人，自己都无法做到完全得知行合一。但是大家能够达成共识，不是靠“不准批评我的奶头乐”，而是“尽管我还完全无法做到，但这批评是对的”。实际上这才是提出批评的人料想中的发展。但是，同为激进女权，为了维护奶头乐，不惜违背当初的共识，说些逻辑打结的话为自己辩解，甚至要和共同作战很久的伙伴割席。是谁把这些“细节”抠得太死，看得太重？更有很多人质疑批评者“为什么要对媎妹这么苛刻”“难道她化妆留长发就不配女权了吗”。可问题是，最初批评的人，她是想开除谁的女权籍，评价谁才有资格女权吗？还是想简单的分析一些细节，一种现象？是谁在把细节问题上升到原则问题？之前看过一篇博文说得特别好。对于在“大事”（政治经济）上缺乏实权的女人来说，她会在这些“细节”上非常较真。其实我觉得从这个例子也可以明白为什么男权如此难以撼动。诚然今天的争执看起来不过是小事的龃龉，但这其实也是遇到了“我真的有一头牛”；在一头牛上达不成共识，真到了女人拥有一百万的时候还是会达不成共识。,2021-10-15 11:49,42,14,0,,,
K4N4ZlIqs,https://weibo.cn/comment/K4N4ZlIqs?uid=6905777761&rl=0#cmtfrm,博主yang关于男性非人的博文合集。  [组图共7张] 原图 ,2021-03-05 16:06,11,13,2,,,
KkAVhtftS,https://weibo.cn/comment/KkAVhtftS?uid=6905777761&rl=0#cmtfrm,:#随笔# 最近对技术和自然有一些思考。生殖相关的技术，例如性别筛选或终妊是否反自然、反母系呢？首先就要质疑，母系社会一定没有这些技术吗？母系时代天文地理建筑医学百花齐放，不是不要技术，恰恰相反是十分热衷于技术，主导技术发展的女人们怎么可能会放任自己对怀孕一无所知呢？之前偶然看到姑娘提到女性身体的“湿润期和干燥期”来推算排卵日，我非常惊奇，不知道还有多少女性探索自身的经验失传了。母系社会里对生育的探索，或许远比我们所以为的要深得多。反而父权打压女人探索自然、探索自身的技术热情，以至于有些小女孩来月经会被吓哭。在一个母系社会，一个小女孩或许从一出生开始，妈妈和媎媎们就很自然很积极得谈论着月经和怀孕，怎么避免痛经缓解孕期不舒服，甚至可能她们也会研究怎么减轻分娩疼痛。我相信她们对卫生巾也有研究，会观星种植织布酿酒的女人，一定有办法解决经期的问题。反对技术（如人造子宫）并不是不可以，但是反技术的立足点如果是“反自然”那是站不住脚的。如果说反自然，那么连吃药这件事也是反自然的，得了病扛得过来就扛，扛不过来就认命才是自然。安乐死更是反自然。为什么偏偏在生育这件事上如此敏感，排斥生育的技术呢？不能不说还是有些受父权的影响，因为父权最怕女人掌握自己的身体。有些宗教不许女人用安全套，这倒也十分“自然”了，因为女身本就没有自主避孕的功能。人有发明技术使用工具的能力不正是“自然”吗？为什么父权这个最大的反自然还在生生不息呢？说到底，其实应该重新审视一下何为自然。自然不约束生灵的任何意志，是生灵自己摸索着生存之道共同构成了自然。要反或者要支持技术，终归还是要立足于“人”。使用这个技术的人是怎样的动机，会给现存的人以及未来的人带来怎样的影响？世界是变动的，曾经母系时代没有强暴所以不需要发展终妊的技术（其实这也值得打个问号，或许是有的，有些女性的身体不适合妊娠）那女性要怎样在一个存在强暴犯的世界里拨乱反正呢？要考虑的是人的问题，母权并不需要畏惧或反对任何一项技术本身。,2021-06-17 14:34,63,12,10,,,
KEZ4afXIw,https://weibo.cn/comment/KEZ4afXIw?uid=6905777761&rl=0#cmtfrm,:我对女人有一种“理性人假设”：一个女人做的事情即使我不认可，我也认为她是根据自己的处世哲学做出的判断；我认为女人做出的每个决定都是她自己认为的最优解。这不是说女人不会犯错误，而是说犯错的原因是重要的，不能简单得归结于蠢和贱。而男权则是带着“蠢和贱”的假设去看待女人的。上一次体现这种冲突的事件应当是货拉拉。,2021-10-29 16:48,22,12,0,,,
KhTuXhRGe,https://weibo.cn/comment/KhTuXhRGe?uid=6905777761&rl=0#cmtfrm,:#随笔#  母系传承之前看到人讨论汉服和方言消失的问题；其实以母权视角看，最大的断代就是母权精神的断代，继而引发文化的断代。母亲的经验与食物、穿着、住所有关，即与人类生存所需的一切资源相关。母亲的经验不仅是资源的使用和调度，还包括资源的获取，比如动物妈妈教给幼崽觅食技巧。母亲构筑了全体人类的生活，文化是生活的提炼概括。如果一种文化没有融入人的生活，不过是走秀。母权也包括女人的传承权，这个传承不是指财产的继承权，也不是去学校的受教育权。（当然这两项权力也很重要），是女人引领下一代，实现自身经验文化的传承的权力。我第一次意识到女人没有传承权，是因为一件小事。我看到网上有人讨论哪些厨具华而不实并不好用。看着看着我突然想到，这种经验，本应该从妈妈那里学到；也本该和妈妈一起探索。饮食是文化，但是每天做饭的妈妈不是文化传承人；母本人也缺乏这种意识。我看过一部美食纪录片，有一句旁白说：厨房是妈妈的领地，她不允许任何人踏入。现代厨房不过是孤母的做饭监狱，包括孤母生的孩子都不能随意探监。如果让下一代参与劳动有压迫孩子的嫌疑，是不是恰恰说明孤母每天做饭是在被压迫剥削？酒店里如果没有学徒，手艺如何传承？我知道现代家庭厨房里塞太多人不方便，但这是否恰恰说明了厨房就是一个用来隔绝母亲剥夺她社会化机会的地方，人又怎么能在其中舒服快乐地劳动、释放创造力？饮食只是失权的一个方面。再比如，教育是女人责，但是“家训家规家风”的制定、引领和传承是男人权。所谓女主内，男主外是谎言；女人在男人之“内”里也是处处失权，处处不得伸张。从这个意义上讲，父权家庭里的妻子都是被主之妇，区别是兼职或全职。,2021-05-30 20:21,51,12,2,,,
KhpEgrRG5,https://weibo.cn/comment/KhpEgrRG5?uid=6905777761&rl=0#cmtfrm,#随笔#  辱女词汇被夹重发  原图 ,2021-05-27 16:21,38,11,7,,,
Kb2X53t3h,https://weibo.cn/comment/Kb2X53t3h?uid=6905777761&rl=0#cmtfrm,:#随笔#  资源匮乏想想什么是资源呢？百万年薪？学区房？之前我说金银之类的货币能称为钱，是因为它无用；钱本就是无用之物，是剥削她人的权力凭证。有网友留言，是因为金银具有稳定性。这倒是从另一个方面启发了我。我知道金银被选作货币载体是因为稳定性，但我质疑的本就是“货币”“硬通货”为什么会存在，钱买来的东西都有生命周期，钱的使用者也有，钱自身却没有，它不灭不死，千年前挖出来的金银依然有购买力。还能钱生钱滚雪球。用钱买来的资源是什么样的？资源成为“资源”，只是它生命周期里的某一程。庄稼成熟，人不收鸟不吃，它也是烂熟掉落，它有自己的生命周期要走。也就是说，真正滋养我们的“资源”，是其她生命。钱财乃身外之物，同时也是身外之权的具象。身外之物拥有的再多，人依然觉得匮乏。饭做多了会发愁吃不完，但没人嫌自己钱挣得多，无论收入高低人人都想挣更多的钱。匮乏感又引发了失控，比如购物狂和暴饮暴食。身外之权再大，人依然紧张焦虑。甚至权力越大，跌落云端的恐惧就越大；为了克服恐惧又继续往上爬，对权力的追逐永无止境。相比没有科技和工具的动物，相比茹毛饮血的原始人，现代人类赖以生存的资源是真的匮乏吗？资源由身外之物和身外之权支配，这就是匮乏的真相。,2021-04-15 19:33,36,11,6,,,
